"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.05,500,0,1e-04,0.992759941868146,0.957692307692308
"2","Rectifier",0.05,500,0,1e-05,0.999933941075439,0.955555555555555
"3","Rectifier",0.05,500,0,1e-06,0.999986788215088,0.96965811965812
"4","Rectifier",0.05,500,0,1e-07,0.954346677236095,0.950854700854701
"5","Rectifier",0.05,500,0,1e-08,0.927156823886907,0.902777777777778
"6","Rectifier",0.05,500,0,1e-09,0.999907517505615,0.969017094017094
"7","Rectifier",0.05,500,0,1e-10,0.99907517505615,0.96965811965812
"8","Rectifier",0.05,500,-1,1e-04,0.93735632183908,0.92542735042735
"9","Rectifier",0.05,500,-1,1e-05,0.973602853745541,0.944017094017094
"10","Rectifier",0.05,500,-1,1e-06,0.955119566653455,0.932051282051282
"11","Rectifier",0.05,500,-1,1e-07,1,0.959401709401709
"12","Rectifier",0.05,500,-1,1e-08,1,0.967521367521367
"13","Rectifier",0.05,500,-1,1e-09,0.999907517505615,0.967521367521367
"14","Rectifier",0.05,500,-1,1e-10,0.999233716475096,0.968589743589744
"15","Rectifier",0.05,500,-2,1e-04,0.978603514334787,0.954273504273504
"16","Rectifier",0.05,500,-2,1e-05,0.975399656493592,0.922863247863248
"17","Rectifier",0.05,500,-2,1e-06,0.999973576430176,0.96474358974359
"18","Rectifier",0.05,500,-2,1e-07,0.999986788215088,0.965811965811966
"19","Rectifier",0.05,500,-2,1e-08,0.970134760206104,0.933974358974359
"20","Rectifier",0.05,500,-2,1e-09,0.999867882150879,0.967948717948718
"21","Rectifier",0.05,500,-2,1e-10,0.998441009380367,0.966025641025641
