"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0,700,0,1e-04,0.985711454617519,0.944551282051282
"2","Rectifier",0,700,0,1e-05,0.970055489496631,0.952991452991453
"3","Rectifier",0,700,0,1e-06,0.976952041220769,0.954700854700855
"4","Rectifier",0,700,0,1e-07,0.952873563218391,0.917948717948718
"5","Rectifier",0,700,0,1e-08,0.937395957193817,0.924358974358974
"6","Rectifier",0,700,0,1e-09,0.861315893777249,0.829059829059829
"7","Rectifier",0,700,0,1e-10,0.999775399656494,0.967735042735043
"8","Rectifier",0,700,-1,1e-04,0.991214163033426,0.956837606837607
"9","Rectifier",0,700,-1,1e-05,0.974322896023253,0.964102564102564
"10","Rectifier",0,700,-1,1e-06,0.965431364777381,0.940811965811966
"11","Rectifier",0,700,-1,1e-07,0.95746465847536,0.951068376068376
"12","Rectifier",0,700,-1,1e-08,0.937680010569428,0.914529914529914
"13","Rectifier",0,700,-1,1e-09,0.863958250759678,0.826923076923077
"14","Rectifier",0,700,-1,1e-10,0.999788611441406,0.967948717948718
"15","Rectifier",0,700,-2,1e-04,0.991339674990091,0.95801282051282
"16","Rectifier",0,700,-2,1e-05,0.999887699828247,0.97457264957265
"17","Rectifier",0,700,-2,1e-06,0.980849517769851,0.969230769230769
"18","Rectifier",0,700,-2,1e-07,0.983894834192099,0.969871794871795
"19","Rectifier",0,700,-2,1e-08,0.981252477209671,0.96025641025641
"20","Rectifier",0,700,-2,1e-09,0.950251023913331,0.926923076923077
"21","Rectifier",0,700,-2,1e-10,0.999735764301757,0.968803418803419
