"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.1,50,0,1e-04,0.955205443255384,0.952777777777778
"2","Rectifier",0.1,50,0,1e-05,0.946683841987052,0.95982905982906
"3","Rectifier",0.1,50,0,1e-06,0.973583036068173,0.943162393162393
"4","Rectifier",0.1,50,0,1e-07,0.998454221165279,0.962179487179487
"5","Rectifier",0.1,50,0,1e-08,0.997106619104241,0.96474358974359
"6","Rectifier",0.1,50,0,1e-09,0.990421455938697,0.969444444444444
"7","Rectifier",0.1,50,0,1e-10,0.973715153917294,0.960683760683761
"8","Rectifier",0.1,50,-1,1e-04,0.993631919672348,0.954059829059829
"9","Rectifier",0.1,50,-1,1e-05,0.957372175980975,0.961324786324786
"10","Rectifier",0.1,50,-1,1e-06,0.937039239001189,0.913461538461539
"11","Rectifier",0.1,50,-1,1e-07,0.99889021006738,0.961752136752137
"12","Rectifier",0.1,50,-1,1e-08,0.997436913727045,0.96965811965812
"13","Rectifier",0.1,50,-1,1e-09,0.989826925617651,0.969230769230769
"14","Rectifier",0.1,50,-1,1e-10,0.973768001056943,0.960897435897436
"15","Rectifier",0.1,50,-2,1e-04,0.973662306777646,0.965384615384615
"16","Rectifier",0.1,50,-2,1e-05,0.993671555027084,0.955555555555555
"17","Rectifier",0.1,50,-2,1e-06,0.975175056150086,0.943162393162393
"18","Rectifier",0.1,50,-2,1e-07,0.99068569163694,0.960683760683761
"19","Rectifier",0.1,50,-2,1e-08,0.996498876998282,0.965811965811966
"20","Rectifier",0.1,50,-2,1e-09,0.988855859426608,0.962179487179487
"21","Rectifier",0.1,50,-2,1e-10,0.971680539040824,0.957264957264957
