"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0,50,0,1e-04,0.927665477606025,0.941025641025641
"2","Rectifier",0,50,0,1e-05,0.961738670894438,0.958333333333333
"3","Rectifier",0,50,0,1e-06,0.978874355925486,0.96025641025641
"4","Rectifier",0,50,0,1e-07,0.958812260536398,0.946367521367521
"5","Rectifier",0,50,0,1e-08,0.999141233980711,0.963675213675214
"6","Rectifier",0,50,0,1e-09,0.994332144272691,0.966239316239316
"7","Rectifier",0,50,0,1e-10,0.976952041220769,0.958547008547009
"8","Rectifier",0,50,-1,1e-04,0.963806315233188,0.947222222222222
"9","Rectifier",0,50,-1,1e-05,0.952457391993658,0.949786324786325
"10","Rectifier",0,50,-1,1e-06,0.969421323820848,0.954059829059829
"11","Rectifier",0,50,-1,1e-07,0.999907517505615,0.966452991452992
"12","Rectifier",0,50,-1,1e-08,0.999286563614744,0.962606837606838
"13","Rectifier",0,50,-1,1e-09,0.994748315497424,0.965384615384615
"14","Rectifier",0,50,-1,1e-10,0.977916501519355,0.961538461538461
"15","Rectifier",0,50,-2,1e-04,0.959737085480248,0.916880341880342
"16","Rectifier",0,50,-2,1e-05,0.9992931695072,0.968803418803419
"17","Rectifier",0,50,-2,1e-06,0.999299775399656,0.962393162393162
"18","Rectifier",0,50,-2,1e-07,0.963733650416171,0.941880341880342
"19","Rectifier",0,50,-2,1e-08,0.998850574712644,0.966025641025641
"20","Rectifier",0,50,-2,1e-09,0.992555159202008,0.96517094017094
"21","Rectifier",0,50,-2,1e-10,0.97742105958515,0.967094017094017
