"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0,700,0,1e-04,0.978945623342175,0.941025641025641
"2","Rectifier",0,700,0,1e-05,0.979031830238727,0.962393162393162
"3","Rectifier",0,700,0,1e-06,0.983348806366048,0.943803418803419
"4","Rectifier",0,700,0,1e-07,0.977950928381963,0.932478632478632
"5","Rectifier",0,700,0,1e-08,0.963136604774536,0.897222222222222
"6","Rectifier",0,700,0,1e-09,0.99893899204244,0.964957264957265
"7","Rectifier",0,700,0,1e-10,0.996419098143236,0.957478632478633
"8","Rectifier",0,700,-1,1e-04,0.945377984084881,0.88482905982906
"9","Rectifier",0,700,-1,1e-05,0.96709549071618,0.941239316239316
"10","Rectifier",0,700,-1,1e-06,0.982864721485411,0.94508547008547
"11","Rectifier",0,700,-1,1e-07,0.979244031830239,0.952564102564103
"12","Rectifier",0,700,-1,1e-08,0.934277188328912,0.848290598290598
"13","Rectifier",0,700,-1,1e-09,0.999244031830239,0.964102564102564
"14","Rectifier",0,700,-1,1e-10,0.996405835543766,0.957264957264957
"15","Rectifier",0,700,-2,1e-04,0.979741379310345,0.970405982905983
"16","Rectifier",0,700,-2,1e-05,0.989442970822281,0.962606837606838
"17","Rectifier",0,700,-2,1e-06,0.989549071618037,0.952564102564103
"18","Rectifier",0,700,-2,1e-07,0.988063660477454,0.954273504273504
"19","Rectifier",0,700,-2,1e-08,0.984164456233422,0.955982905982906
"20","Rectifier",0,700,-2,1e-09,0.976850132625995,0.926709401709402
"21","Rectifier",0,700,-2,1e-10,0.99631299734748,0.964102564102564
