"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.05,700,0,1e-04,0.864169639318272,0.823931623931624
"2","Rectifier",0.05,700,0,1e-05,0.864163033425816,0.823931623931624
"3","Rectifier",0.05,700,0,1e-06,0.854703395428722,0.812606837606838
"4","Rectifier",0.05,700,0,1e-07,0.864030915576694,0.823931623931624
"5","Rectifier",0.05,700,0,1e-08,0.862907913859162,0.823931623931624
"6","Rectifier",0.05,700,0,1e-09,0.864163033425816,0.823931623931624
"7","Rectifier",0.05,700,0,1e-10,0.864163033425816,0.823931623931624
"8","Rectifier",0.05,700,-1,1e-04,0.756704980842912,0.738461538461539
"9","Rectifier",0.05,700,-1,1e-05,0.864163033425816,0.823931623931624
"10","Rectifier",0.05,700,-1,1e-06,0.864169639318272,0.823931623931624
"11","Rectifier",0.05,700,-1,1e-07,0.824739067247985,0.793162393162393
"12","Rectifier",0.05,700,-1,1e-08,0.864169639318272,0.823931623931624
"13","Rectifier",0.05,700,-1,1e-09,0.864196062888096,0.823931623931624
"14","Rectifier",0.05,700,-1,1e-10,0.864163033425816,0.823931623931624
"15","Rectifier",0.05,700,-2,1e-04,0.864163033425816,0.823931623931624
"16","Rectifier",0.05,700,-2,1e-05,0.864163033425816,0.823931623931624
"17","Rectifier",0.05,700,-2,1e-06,0.863859162372837,0.823931623931624
"18","Rectifier",0.05,700,-2,1e-07,0.864163033425816,0.823931623931624
"19","Rectifier",0.05,700,-2,1e-08,0.861467829303739,0.823504273504274
"20","Rectifier",0.05,700,-2,1e-09,0.864169639318272,0.823931623931624
"21","Rectifier",0.05,700,-2,1e-10,0.864163033425816,0.823931623931624
