"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,40,0,1e-04,0.89509237,0.8452738,0.7875024,0.85239005
"2","Rectifier",0,40,0,1e-05,0.88342947,0.8390936,0.75611776,0.8689126
"3","Rectifier",0,40,0,1e-06,0.8952872,0.8535196,0.79458857,0.8716948
"4","Rectifier",0,40,0,1e-07,0.9139933,0.87386906,0.85128134,0.83910793
"5","Rectifier",0,40,0,1e-08,0.8977311,0.84377044,0.78421074,0.8441516
"6","Rectifier",0,40,0,1e-09,0.8938817,0.8422126,0.77451265,0.87123984
"7","Rectifier",0,40,0,1e-10,0.87823933,0.81964004,0.7394885,0.8442618
"8","Rectifier",0,40,-1,1e-04,0.90811706,0.8631105,0.82531434,0.8286347
"9","Rectifier",0,40,-1,1e-05,0.89395064,0.8569445,0.79533607,0.8540181
"10","Rectifier",0,40,-1,1e-06,0.8742852,0.8317426,0.79444724,0.8002369
"11","Rectifier",0,40,-1,1e-07,0.89612144,0.8490383,0.79208165,0.8494651
"12","Rectifier",0,40,-1,1e-08,0.89792645,0.8497953,0.7861797,0.8516135
"13","Rectifier",0,40,-1,1e-09,0.8937489,0.84462374,0.78816104,0.8590718
"14","Rectifier",0,40,-1,1e-10,0.8808651,0.83174735,0.78229004,0.82764584
"15","Rectifier",0,40,-2,1e-04,0.9139236,0.8702142,0.8157875,0.8619794
"16","Rectifier",0,40,-2,1e-05,0.90750927,0.8632151,0.8194215,0.8542875
"17","Rectifier",0,40,-2,1e-06,0.87704694,0.82317954,0.7337773,0.8554663
"18","Rectifier",0,40,-2,1e-07,0.90136313,0.8544613,0.79421717,0.85992575
"19","Rectifier",0,40,-2,1e-08,0.90493786,0.8572827,0.81199235,0.8485077
"20","Rectifier",0,40,-2,1e-09,0.8859485,0.820108,0.72649413,0.8873401
"21","Rectifier",0,40,-2,1e-10,0.88337886,0.8374283,0.7928108,0.8024329
