"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.05,20,0,1e-04,0.92101765,0.88181734,0.84432155,0.85501647
"2","Rectifier",0.05,20,0,1e-05,0.91147035,0.8739565,0.8347258,0.8566171
"3","Rectifier",0.05,20,0,1e-06,0.9175028,0.8956971,0.8835425,0.8496608
"4","Rectifier",0.05,20,0,1e-07,0.9108973,0.86319584,0.80345315,0.8743636
"5","Rectifier",0.05,20,0,1e-08,0.90068626,0.85071164,0.79704607,0.8572817
"6","Rectifier",0.05,20,0,1e-09,0.8875829,0.83666486,0.7840762,0.84017974
"7","Rectifier",0.05,20,0,1e-10,0.8562512,0.80134994,0.71711504,0.83944446
"8","Rectifier",0.05,20,-1,1e-04,0.91486925,0.8655786,0.8050631,0.8684625
"9","Rectifier",0.05,20,-1,1e-05,0.9152336,0.8739885,0.8248199,0.8605545
"10","Rectifier",0.05,20,-1,1e-06,0.916745,0.8788471,0.8161654,0.9033313
"11","Rectifier",0.05,20,-1,1e-07,0.91510993,0.8707376,0.8136749,0.8757432
"12","Rectifier",0.05,20,-1,1e-08,0.9011466,0.8394292,0.775566,0.85667104
"13","Rectifier",0.05,20,-1,1e-09,0.8884359,0.83522505,0.785999,0.8348083
"14","Rectifier",0.05,20,-1,1e-10,0.8584445,0.81408536,0.74476266,0.81893706
"15","Rectifier",0.05,20,-2,1e-04,0.91958964,0.8678659,0.8165348,0.8678672
"16","Rectifier",0.05,20,-2,1e-05,0.91827756,0.87103057,0.81840664,0.86776596
"17","Rectifier",0.05,20,-2,1e-06,0.91657925,0.8824786,0.84321856,0.8650348
"18","Rectifier",0.05,20,-2,1e-07,0.91495436,0.87662315,0.84386694,0.8431141
"19","Rectifier",0.05,20,-2,1e-08,0.8995243,0.85085946,0.7829137,0.86617273
"20","Rectifier",0.05,20,-2,1e-09,0.8859502,0.8241248,0.74683064,0.8775927
"21","Rectifier",0.05,20,-2,1e-10,0.8616162,0.8079471,0.732878,0.83770156
