"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.05,600,0,1e-04,0.89934266,0.8632392,0.7999326,0.8852509
"2","Rectifier",0.05,600,0,1e-05,0.9042826,0.84611094,0.7611153,0.894451
"3","Rectifier",0.05,600,0,1e-06,0.90524983,0.86265755,0.8068702,0.8654641
"4","Rectifier",0.05,600,0,1e-07,0.8943098,0.8634027,0.8350959,0.8150983
"5","Rectifier",0.05,600,0,1e-08,0.9147545,0.86735505,0.81658274,0.8621621
"6","Rectifier",0.05,600,0,1e-09,0.91791904,0.8689736,0.8347716,0.8495114
"7","Rectifier",0.05,600,0,1e-10,0.90785605,0.8578309,0.79397213,0.8796309
"8","Rectifier",0.05,600,-1,1e-04,0.90268886,0.8513777,0.7861573,0.8676187
"9","Rectifier",0.05,600,-1,1e-05,0.9015643,0.8565535,0.79596627,0.8644634
"10","Rectifier",0.05,600,-1,1e-06,0.9031239,0.8619254,0.8096952,0.8550903
"11","Rectifier",0.05,600,-1,1e-07,0.88990813,0.8412486,0.7644139,0.86759037
"12","Rectifier",0.05,600,-1,1e-08,0.8972998,0.848363,0.77773935,0.8771811
"13","Rectifier",0.05,600,-1,1e-09,0.91699755,0.8677026,0.8216183,0.8680647
"14","Rectifier",0.05,600,-1,1e-10,0.91027975,0.8568425,0.798443,0.87987196
"15","Rectifier",0.05,600,-2,1e-04,0.90790486,0.85709804,0.81491137,0.8236627
"16","Rectifier",0.05,600,-2,1e-05,0.91288364,0.8727687,0.8378822,0.84312683
"17","Rectifier",0.05,600,-2,1e-06,0.90995145,0.86663646,0.81689894,0.8453435
"18","Rectifier",0.05,600,-2,1e-07,0.8994484,0.8563362,0.7947275,0.86301684
"19","Rectifier",0.05,600,-2,1e-08,0.90903735,0.8652953,0.81158864,0.873725
"20","Rectifier",0.05,600,-2,1e-09,0.91394657,0.873062,0.84423673,0.8359277
"21","Rectifier",0.05,600,-2,1e-10,0.90636224,0.8551602,0.80770224,0.84448946
