"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,800,0,1e-04,0.8985236,0.8510177,0.77956194,0.8673586
"2","Rectifier",0,800,0,1e-05,0.88147897,0.8374333,0.76768005,0.8409149
"3","Rectifier",0,800,0,1e-06,0.878271,0.824386,0.7356566,0.8557599
"4","Rectifier",0,800,0,1e-07,0.87347704,0.82333416,0.74679965,0.84258044
"5","Rectifier",0,800,0,1e-08,0.8718429,0.82938117,0.773051,0.837021
"6","Rectifier",0,800,0,1e-09,0.90829694,0.87026405,0.8365153,0.84256923
"7","Rectifier",0,800,0,1e-10,0.90467006,0.85871965,0.80790764,0.8495697
"8","Rectifier",0,800,-1,1e-04,0.896848,0.85132885,0.8198615,0.8057369
"9","Rectifier",0,800,-1,1e-05,0.87942904,0.83236086,0.7465743,0.88271964
"10","Rectifier",0,800,-1,1e-06,0.894726,0.84318733,0.77368844,0.8840215
"11","Rectifier",0,800,-1,1e-07,0.8726712,0.8224484,0.7671076,0.8305351
"12","Rectifier",0,800,-1,1e-08,0.8830088,0.832282,0.77225745,0.8530266
"13","Rectifier",0,800,-1,1e-09,0.90999955,0.86634547,0.8289107,0.8393884
"14","Rectifier",0,800,-1,1e-10,0.90924335,0.8597762,0.8109852,0.8666749
"15","Rectifier",0,800,-2,1e-04,0.9134665,0.8669715,0.8122357,0.8676152
"16","Rectifier",0,800,-2,1e-05,0.8888898,0.8408783,0.7659053,0.8840448
"17","Rectifier",0,800,-2,1e-06,0.88545215,0.8351169,0.76042247,0.8518685
"18","Rectifier",0,800,-2,1e-07,0.88800716,0.8430056,0.7882751,0.8513401
"19","Rectifier",0,800,-2,1e-08,0.8740487,0.8281913,0.75039715,0.8469996
"20","Rectifier",0,800,-2,1e-09,0.8991839,0.8530704,0.7940989,0.8754425
"21","Rectifier",0,800,-2,1e-10,0.905867,0.85346216,0.7970029,0.8525045
