"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,100,0,1e-04,0.8938211,0.8394824,0.7836087,0.84630287
"2","Rectifier",0,100,0,1e-05,0.89078283,0.85769063,0.8297593,0.80940676
"3","Rectifier",0,100,0,1e-06,0.884881,0.8419095,0.78883535,0.850322
"4","Rectifier",0,100,0,1e-07,0.88227993,0.82228374,0.7498749,0.84774727
"5","Rectifier",0,100,0,1e-08,0.90177,0.85785747,0.81237334,0.85626894
"6","Rectifier",0,100,0,1e-09,0.90153337,0.85428995,0.80012715,0.83609056
"7","Rectifier",0,100,0,1e-10,0.8941008,0.84197265,0.79073226,0.84879905
"8","Rectifier",0,100,-1,1e-04,0.8877049,0.8378491,0.78556556,0.8259771
"9","Rectifier",0,100,-1,1e-05,0.89157903,0.85359836,0.8078376,0.8298491
"10","Rectifier",0,100,-1,1e-06,0.8942931,0.8494701,0.78360385,0.867478
"11","Rectifier",0,100,-1,1e-07,0.8836023,0.8317607,0.7604341,0.85492086
"12","Rectifier",0,100,-1,1e-08,0.9018194,0.8665985,0.8336951,0.829291
"13","Rectifier",0,100,-1,1e-09,0.9000987,0.8481183,0.7827068,0.85224664
"14","Rectifier",0,100,-1,1e-10,0.89486694,0.8461438,0.7890296,0.8404123
"15","Rectifier",0,100,-2,1e-04,0.9045094,0.86336833,0.8178173,0.8382462
"16","Rectifier",0,100,-2,1e-05,0.8962745,0.85902834,0.8063913,0.85121864
"17","Rectifier",0,100,-2,1e-06,0.9048466,0.8555645,0.7859203,0.8623156
"18","Rectifier",0,100,-2,1e-07,0.8858872,0.84587395,0.800346,0.81175715
"19","Rectifier",0,100,-2,1e-08,0.8862315,0.8356764,0.77790916,0.84605014
"20","Rectifier",0,100,-2,1e-09,0.8987664,0.8508873,0.80609435,0.83778113
"21","Rectifier",0,100,-2,1e-10,0.89455295,0.8324566,0.7562907,0.8745506
