"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,20,0,1e-04,0.9134235,0.8693758,0.81010634,0.8742394
"2","Rectifier",0,20,0,1e-05,0.8887756,0.84264874,0.76347697,0.8736913
"3","Rectifier",0,20,0,1e-06,0.91189164,0.85606086,0.7930734,0.8852875
"4","Rectifier",0,20,0,1e-07,0.90913826,0.8588862,0.7851542,0.89535207
"5","Rectifier",0,20,0,1e-08,0.8998774,0.84383816,0.776629,0.85730815
"6","Rectifier",0,20,0,1e-09,0.8885063,0.8429381,0.7987611,0.82565
"7","Rectifier",0,20,0,1e-10,0.8612157,0.8040094,0.7265072,0.83272874
"8","Rectifier",0,20,-1,1e-04,0.89829504,0.8519698,0.7959746,0.8555499
"9","Rectifier",0,20,-1,1e-05,0.8972465,0.8537501,0.8067871,0.8272611
"10","Rectifier",0,20,-1,1e-06,0.89589727,0.8491582,0.7857522,0.8533645
"11","Rectifier",0,20,-1,1e-07,0.9104592,0.8604382,0.8016534,0.885461
"12","Rectifier",0,20,-1,1e-08,0.8953931,0.8355155,0.7622162,0.86476696
"13","Rectifier",0,20,-1,1e-09,0.8903093,0.8438,0.7970656,0.83658797
"14","Rectifier",0,20,-1,1e-10,0.8616034,0.8073633,0.73117316,0.82656944
"15","Rectifier",0,20,-2,1e-04,0.90308756,0.860621,0.81942236,0.82712376
"16","Rectifier",0,20,-2,1e-05,0.9013502,0.86493903,0.8260022,0.8401047
"17","Rectifier",0,20,-2,1e-06,0.8910656,0.84857094,0.7912636,0.86372644
"18","Rectifier",0,20,-2,1e-07,0.9111725,0.871904,0.8366881,0.8498129
"19","Rectifier",0,20,-2,1e-08,0.8976249,0.84366757,0.7814938,0.8503997
"20","Rectifier",0,20,-2,1e-09,0.8846602,0.8327758,0.7762234,0.833769
"21","Rectifier",0,20,-2,1e-10,0.86374766,0.81700873,0.74101704,0.8295223
