"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,200,0,1e-04,0.88261116,0.845623,0.7886304,0.854956
"2","Rectifier",0,200,0,1e-05,0.88496125,0.8298967,0.743591,0.89162934
"3","Rectifier",0,200,0,1e-06,0.88467413,0.8359033,0.7766069,0.8373564
"4","Rectifier",0,200,0,1e-07,0.8737564,0.8257711,0.74883145,0.852395
"5","Rectifier",0,200,0,1e-08,0.9018617,0.86493015,0.8346904,0.8232861
"6","Rectifier",0,200,0,1e-09,0.90366775,0.8571442,0.78862816,0.86979884
"7","Rectifier",0,200,0,1e-10,0.89999646,0.8493254,0.7985505,0.85216314
"8","Rectifier",0,200,-1,1e-04,0.90014684,0.8599883,0.82451874,0.81993115
"9","Rectifier",0,200,-1,1e-05,0.8864456,0.84129447,0.7858235,0.84249467
"10","Rectifier",0,200,-1,1e-06,0.878068,0.8271763,0.7379871,0.86981153
"11","Rectifier",0,200,-1,1e-07,0.8833312,0.8312113,0.7879473,0.7958792
"12","Rectifier",0,200,-1,1e-08,0.89143556,0.8532149,0.81540745,0.8477222
"13","Rectifier",0,200,-1,1e-09,0.90173227,0.86080307,0.81622994,0.8410107
"14","Rectifier",0,200,-1,1e-10,0.9004809,0.8480908,0.7925732,0.84722674
"15","Rectifier",0,200,-2,1e-04,0.9019361,0.8576735,0.8014264,0.853098
"16","Rectifier",0,200,-2,1e-05,0.9109915,0.8696548,0.8318829,0.8435656
"17","Rectifier",0,200,-2,1e-06,0.88264245,0.83891827,0.7771297,0.8275758
"18","Rectifier",0,200,-2,1e-07,0.88594055,0.8505881,0.8048044,0.83737856
"19","Rectifier",0,200,-2,1e-08,0.8993141,0.84306824,0.7685705,0.8732665
"20","Rectifier",0,200,-2,1e-09,0.9060704,0.86132807,0.80412734,0.871605
"21","Rectifier",0,200,-2,1e-10,0.8988953,0.8507368,0.7979159,0.844398
