"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,300,0,1e-04,0.893244,0.8407933,0.7809037,0.8702247
"2","Rectifier",0,300,0,1e-05,0.90118235,0.8502627,0.80682355,0.8414231
"3","Rectifier",0,300,0,1e-06,0.87691295,0.8257534,0.74430364,0.8956434
"4","Rectifier",0,300,0,1e-07,0.8656279,0.81531227,0.7356822,0.8450968
"5","Rectifier",0,300,0,1e-08,0.87092614,0.82253367,0.7715979,0.82328576
"6","Rectifier",0,300,0,1e-09,0.90371,0.8664903,0.84487605,0.8197917
"7","Rectifier",0,300,0,1e-10,0.90285677,0.85146946,0.7905065,0.8639337
"8","Rectifier",0,300,-1,1e-04,0.8882889,0.8452984,0.8168522,0.80209404
"9","Rectifier",0,300,-1,1e-05,0.8923013,0.8378848,0.747707,0.88761437
"10","Rectifier",0,300,-1,1e-06,0.889388,0.847465,0.79776573,0.83658
"11","Rectifier",0,300,-1,1e-07,0.88011235,0.8300942,0.77993524,0.8200924
"12","Rectifier",0,300,-1,1e-08,0.8924796,0.8528709,0.7938672,0.8590164
"13","Rectifier",0,300,-1,1e-09,0.90526456,0.8671639,0.8238787,0.8534459
"14","Rectifier",0,300,-1,1e-10,0.90001583,0.85219795,0.7959419,0.85593945
"15","Rectifier",0,300,-2,1e-04,0.9009288,0.85040724,0.7831231,0.8557596
"16","Rectifier",0,300,-2,1e-05,0.89746,0.86076087,0.83196694,0.82500565
"17","Rectifier",0,300,-2,1e-06,0.8867395,0.8575182,0.82941955,0.81431985
"18","Rectifier",0,300,-2,1e-07,0.8826617,0.8371284,0.76278305,0.86855763
"19","Rectifier",0,300,-2,1e-08,0.8884471,0.834751,0.75619155,0.869107
"20","Rectifier",0,300,-2,1e-09,0.89858705,0.85221505,0.8072163,0.84073925
"21","Rectifier",0,300,-2,1e-10,0.9017375,0.8536785,0.79482627,0.8618625
