"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.2,200,0,1e-04,0.990411140583554,0.962820512820513
"2","Rectifier",0.2,200,0,1e-05,0.996246684350133,0.962286324786325
"3","Rectifier",0.2,200,0,1e-06,0.996671087533156,0.968589743589744
"4","Rectifier",0.2,200,0,1e-07,0.994854111405836,0.964529914529915
"5","Rectifier",0.2,200,0,1e-08,0.990676392572944,0.969230769230769
"6","Rectifier",0.2,200,0,1e-09,0.987407161803713,0.975854700854701
"7","Rectifier",0.2,200,0,1e-10,0.981399204244032,0.972649572649573
"8","Rectifier",0.2,200,-1,1e-04,0.992957559681698,0.960149572649573
"9","Rectifier",0.2,200,-1,1e-05,0.995397877984085,0.951923076923077
"10","Rectifier",0.2,200,-1,1e-06,0.997347480106101,0.946581196581197
"11","Rectifier",0.2,200,-1,1e-07,0.995755968169761,0.957051282051282
"12","Rectifier",0.2,200,-1,1e-08,0.991757294429708,0.972435897435898
"13","Rectifier",0.2,200,-1,1e-09,0.987619363395225,0.975641025641026
"14","Rectifier",0.2,200,-1,1e-10,0.981611405835544,0.974145299145299
"15","Rectifier",0.2,200,-2,1e-04,0.974900530503979,0.946581196581197
"16","Rectifier",0.2,200,-2,1e-05,0.986167108753316,0.953632478632479
"17","Rectifier",0.2,200,-2,1e-06,0.993978779840849,0.946153846153846
"18","Rectifier",0.2,200,-2,1e-07,0.986790450928382,0.940811965811966
"19","Rectifier",0.2,200,-2,1e-08,0.983753315649867,0.961538461538461
"20","Rectifier",0.2,200,-2,1e-09,0.988335543766578,0.96965811965812
"21","Rectifier",0.2,200,-2,1e-10,0.981007957559682,0.973504273504274
