"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.05,300,0,1e-04,0.995600475624257,0.949893162393162
"2","Rectifier",0.05,300,0,1e-05,0.999451710926146,0.953846153846154
"3","Rectifier",0.05,300,0,1e-06,0.999973576430176,0.956410256410256
"4","Rectifier",0.05,300,0,1e-07,0.96415642753336,0.927991452991453
"5","Rectifier",0.05,300,0,1e-08,0.998559915444577,0.947008547008547
"6","Rectifier",0.05,300,0,1e-09,0.996882018760735,0.952564102564103
"7","Rectifier",0.05,300,0,1e-10,0.992759941868146,0.957478632478633
"8","Rectifier",0.05,300,-1,1e-04,0.997212313383538,0.949786324786325
"9","Rectifier",0.05,300,-1,1e-05,0.967981239265425,0.945940170940171
"10","Rectifier",0.05,300,-1,1e-06,1,0.942307692307692
"11","Rectifier",0.05,300,-1,1e-07,0.962960760998811,0.940384615384615
"12","Rectifier",0.05,300,-1,1e-08,0.998639186154049,0.942521367521368
"13","Rectifier",0.05,300,-1,1e-09,0.996961289470207,0.950213675213675
"14","Rectifier",0.05,300,-1,1e-10,0.992548553309552,0.957051282051282
"15","Rectifier",0.05,300,-2,1e-04,0.986682520808561,0.941239316239316
"16","Rectifier",0.05,300,-2,1e-05,0.999220504690184,0.946367521367521
"17","Rectifier",0.05,300,-2,1e-06,0.985955872638393,0.957478632478633
"18","Rectifier",0.05,300,-2,1e-07,0.999339410754393,0.952564102564103
"19","Rectifier",0.05,300,-2,1e-08,0.983485268859823,0.937820512820513
"20","Rectifier",0.05,300,-2,1e-09,0.996366759149161,0.95491452991453
"21","Rectifier",0.05,300,-2,1e-10,0.992125776192364,0.955128205128205
