"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0,700,0,1e-04,0.999312987184569,0.933226495726496
"2","Rectifier",0,700,0,1e-05,0.981060906328445,0.959615384615385
"3","Rectifier",0,700,0,1e-06,0.97501651473114,0.952136752136752
"4","Rectifier",0,700,0,1e-07,0.956130268199234,0.931410256410256
"5","Rectifier",0,700,0,1e-08,0.941300039635355,0.889957264957265
"6","Rectifier",0,700,0,1e-09,0.999352622539305,0.956837606837607
"7","Rectifier",0,700,0,1e-10,0.99715946624389,0.951282051282051
"8","Rectifier",0,700,-1,1e-04,0.962009512485137,0.93974358974359
"9","Rectifier",0,700,-1,1e-05,0.963462808825472,0.926709401709402
"10","Rectifier",0,700,-1,1e-06,0.975406262386048,0.94465811965812
"11","Rectifier",0,700,-1,1e-07,0.958224336107808,0.928205128205128
"12","Rectifier",0,700,-1,1e-08,0.926879376403752,0.878632478632479
"13","Rectifier",0,700,-1,1e-09,0.999431893248778,0.957051282051282
"14","Rectifier",0,700,-1,1e-10,0.997357643017572,0.956623931623932
"15","Rectifier",0,700,-2,1e-04,0.985044259479456,0.955769230769231
"16","Rectifier",0,700,-2,1e-05,0.955674461619765,0.921153846153846
"17","Rectifier",0,700,-2,1e-06,0.981595983617387,0.954273504273504
"18","Rectifier",0,700,-2,1e-07,0.986107808164883,0.958974358974359
"19","Rectifier",0,700,-2,1e-08,0.979541551063549,0.94465811965812
"20","Rectifier",0,700,-2,1e-09,0.963581714889682,0.922863247863248
"21","Rectifier",0,700,-2,1e-10,0.996961289470207,0.95
