"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.05,30,0,1e-04,0.949795217333862,0.920726495726496
"2","Rectifier",0.05,30,0,1e-05,0.994702074250231,0.945726495726496
"3","Rectifier",0.05,30,0,1e-06,0.99734443123266,0.952136752136752
"4","Rectifier",0.05,30,0,1e-07,0.995877923107412,0.951923076923077
"5","Rectifier",0.05,30,0,1e-08,0.993526225393051,0.95534188034188
"6","Rectifier",0.05,30,0,1e-09,0.985903025498745,0.953205128205128
"7","Rectifier",0.05,30,0,1e-10,0.970583960893117,0.948076923076923
"8","Rectifier",0.05,30,-1,1e-04,0.992469282600079,0.959401709401709
"9","Rectifier",0.05,30,-1,1e-05,0.995957193816885,0.952350427350427
"10","Rectifier",0.05,30,-1,1e-06,0.997436913727045,0.960042735042735
"11","Rectifier",0.05,30,-1,1e-07,0.995785440613027,0.959188034188034
"12","Rectifier",0.05,30,-1,1e-08,0.992370194213238,0.954700854700855
"13","Rectifier",0.05,30,-1,1e-09,0.98528867750033,0.951709401709402
"14","Rectifier",0.05,30,-1,1e-10,0.970339542872242,0.943803418803419
"15","Rectifier",0.05,30,-2,1e-04,0.985348130532435,0.942094017094017
"16","Rectifier",0.05,30,-2,1e-05,0.994451050336901,0.961324786324786
"17","Rectifier",0.05,30,-2,1e-06,0.98096842383406,0.961752136752137
"18","Rectifier",0.05,30,-2,1e-07,0.994094332144273,0.958119658119658
"19","Rectifier",0.05,30,-2,1e-08,0.991887964063945,0.95534188034188
"20","Rectifier",0.05,30,-2,1e-09,0.984859294490686,0.947649572649573
"21","Rectifier",0.05,30,-2,1e-10,0.96548421191703,0.940811965811966
