"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.05,200,0,1e-04,0.962689919408112,0.916773504273504
"2","Rectifier",0.05,200,0,1e-05,0.999669705377196,0.935683760683761
"3","Rectifier",0.05,200,0,1e-06,0.999881093935791,0.945299145299145
"4","Rectifier",0.05,200,0,1e-07,0.999682917162109,0.94465811965812
"5","Rectifier",0.05,200,0,1e-08,0.997938961553706,0.950641025641026
"6","Rectifier",0.05,200,0,1e-09,0.995349451710926,0.954487179487179
"7","Rectifier",0.05,200,0,1e-10,0.991128286431497,0.958119658119658
"8","Rectifier",0.05,200,-1,1e-04,0.995825075967763,0.950213675213675
"9","Rectifier",0.05,200,-1,1e-05,0.977665477606025,0.953418803418803
"10","Rectifier",0.05,200,-1,1e-06,0.999933941075439,0.962393162393162
"11","Rectifier",0.05,200,-1,1e-07,0.999405469678954,0.947435897435898
"12","Rectifier",0.05,200,-1,1e-08,0.998454221165279,0.951282051282051
"13","Rectifier",0.05,200,-1,1e-09,0.995547628484608,0.957692307692308
"14","Rectifier",0.05,200,-1,1e-10,0.990018496498877,0.956623931623932
"15","Rectifier",0.05,200,-2,1e-04,0.97671422909235,0.942735042735043
"16","Rectifier",0.05,200,-2,1e-05,0.979363191967235,0.957264957264957
"17","Rectifier",0.05,200,-2,1e-06,0.997793631919672,0.95534188034188
"18","Rectifier",0.05,200,-2,1e-07,0.99889021006738,0.935897435897436
"19","Rectifier",0.05,200,-2,1e-08,0.995759017043202,0.948717948717949
"20","Rectifier",0.05,200,-2,1e-09,0.994887039239001,0.957478632478633
"21","Rectifier",0.05,200,-2,1e-10,0.988902100673801,0.949786324786325
