"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.1,200,0,1e-04,0.999641909814324,0.959722222222222
"2","Rectifier",0.1,200,0,1e-05,0.999893899204244,0.954700854700855
"3","Rectifier",0.1,200,0,1e-06,1,0.976495726495726
"4","Rectifier",0.1,200,0,1e-07,1,0.973931623931624
"5","Rectifier",0.1,200,0,1e-08,0.999946949602122,0.97008547008547
"6","Rectifier",0.1,200,0,1e-09,0.998289124668435,0.967735042735043
"7","Rectifier",0.1,200,0,1e-10,0.991405835543767,0.959401709401709
"8","Rectifier",0.1,200,-1,1e-04,0.998229442970822,0.983547008547009
"9","Rectifier",0.1,200,-1,1e-05,0.99998673740053,0.97008547008547
"10","Rectifier",0.1,200,-1,1e-06,1,0.984188034188034
"11","Rectifier",0.1,200,-1,1e-07,1,0.972435897435898
"12","Rectifier",0.1,200,-1,1e-08,1,0.967094017094017
"13","Rectifier",0.1,200,-1,1e-09,0.998554376657825,0.963888888888889
"14","Rectifier",0.1,200,-1,1e-10,0.991618037135279,0.968589743589744
"15","Rectifier",0.1,200,-2,1e-04,0.980848806366048,0.966239316239316
"16","Rectifier",0.1,200,-2,1e-05,0.990238726790451,0.944017094017094
"17","Rectifier",0.1,200,-2,1e-06,0.985649867374005,0.969871794871795
"18","Rectifier",0.1,200,-2,1e-07,0.976710875331565,0.937820512820513
"19","Rectifier",0.1,200,-2,1e-08,0.999694960212201,0.982264957264957
"20","Rectifier",0.1,200,-2,1e-09,0.998607427055703,0.964529914529915
"21","Rectifier",0.1,200,-2,1e-10,0.990702917771883,0.962393162393162
