"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0,30,0,1e-04,0.995762599469496,0.937072649572649
"2","Rectifier",0,30,0,1e-05,0.984502652519894,0.967307692307692
"3","Rectifier",0,30,0,1e-06,0.999920424403183,0.951495726495727
"4","Rectifier",0,30,0,1e-07,0.99816976127321,0.963675213675214
"5","Rectifier",0,30,0,1e-08,0.995384615384615,0.967094017094017
"6","Rectifier",0,30,0,1e-09,0.98790450928382,0.961538461538461
"7","Rectifier",0,30,0,1e-10,0.976624668435013,0.942735042735043
"8","Rectifier",0,30,-1,1e-04,0.977778514588859,0.953205128205128
"9","Rectifier",0,30,-1,1e-05,0.967029177718833,0.955982905982906
"10","Rectifier",0,30,-1,1e-06,0.999615384615385,0.958119658119658
"11","Rectifier",0,30,-1,1e-07,0.964515915119363,0.933119658119658
"12","Rectifier",0,30,-1,1e-08,0.996564986737401,0.971581196581197
"13","Rectifier",0,30,-1,1e-09,0.988010610079576,0.963034188034188
"14","Rectifier",0,30,-1,1e-10,0.973488063660477,0.942948717948718
"15","Rectifier",0,30,-2,1e-04,0.996657824933687,0.957371794871795
"16","Rectifier",0,30,-2,1e-05,0.999442970822281,0.957051282051282
"17","Rectifier",0,30,-2,1e-06,0.987553050397878,0.948076923076923
"18","Rectifier",0,30,-2,1e-07,0.997506631299735,0.967094017094017
"19","Rectifier",0,30,-2,1e-08,0.995291777188329,0.969230769230769
"20","Rectifier",0,30,-2,1e-09,0.986226790450928,0.969871794871795
"21","Rectifier",0,30,-2,1e-10,0.977055702917772,0.950641025641026
