"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0,100,0,1e-04,0.992627824019025,0.954166666666667
"2","Rectifier",0,100,0,1e-05,0.969560047562426,0.927350427350427
"3","Rectifier",0,100,0,1e-06,0.977407847800238,0.965598290598291
"4","Rectifier",0,100,0,1e-07,0.945263575108997,0.924145299145299
"5","Rectifier",0,100,0,1e-08,0.998071079402827,0.963247863247863
"6","Rectifier",0,100,0,1e-09,0.995587263839345,0.960042735042735
"7","Rectifier",0,100,0,1e-10,0.986933544721892,0.955982905982906
"8","Rectifier",0,100,-1,1e-04,0.99475492138988,0.952350427350427
"9","Rectifier",0,100,-1,1e-05,0.999702734839477,0.956837606837607
"10","Rectifier",0,100,-1,1e-06,0.999960364645264,0.956410256410256
"11","Rectifier",0,100,-1,1e-07,0.999696128947021,0.964316239316239
"12","Rectifier",0,100,-1,1e-08,0.998507068304928,0.96517094017094
"13","Rectifier",0,100,-1,1e-09,0.996406394503897,0.961965811965812
"14","Rectifier",0,100,-1,1e-10,0.986834456335051,0.955128205128205
"15","Rectifier",0,100,-2,1e-04,0.985057471264368,0.963888888888889
"16","Rectifier",0,100,-2,1e-05,0.984383670233849,0.954059829059829
"17","Rectifier",0,100,-2,1e-06,0.98754128682785,0.964529914529915
"18","Rectifier",0,100,-2,1e-07,0.976205575373233,0.947222222222222
"19","Rectifier",0,100,-2,1e-08,0.99604967631127,0.955769230769231
"20","Rectifier",0,100,-2,1e-09,0.994966309948474,0.960897435897436
"21","Rectifier",0,100,-2,1e-10,0.986933544721892,0.952564102564103
