"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0,300,0,1e-04,0.949207292905272,0.939957264957265
"2","Rectifier",0,300,0,1e-05,0.966402430968424,0.946367521367521
"3","Rectifier",0,300,0,1e-06,0.961996300700225,0.940384615384615
"4","Rectifier",0,300,0,1e-07,0.954584489364513,0.934615384615385
"5","Rectifier",0,300,0,1e-08,0.926331087329898,0.867307692307692
"6","Rectifier",0,300,0,1e-09,0.99833531510107,0.962179487179487
"7","Rectifier",0,300,0,1e-10,0.995402298850575,0.962820512820513
"8","Rectifier",0,300,-1,1e-04,0.995706169903554,0.942948717948718
"9","Rectifier",0,300,-1,1e-05,0.999524375743163,0.955021367521368
"10","Rectifier",0,300,-1,1e-06,0.956407715682389,0.945940170940171
"11","Rectifier",0,300,-1,1e-07,1,0.967307692307692
"12","Rectifier",0,300,-1,1e-08,0.999762187871581,0.966880341880342
"13","Rectifier",0,300,-1,1e-09,0.998361738670895,0.963461538461538
"14","Rectifier",0,300,-1,1e-10,0.995719381688466,0.961965811965812
"15","Rectifier",0,300,-2,1e-04,0.991293433742899,0.941880341880342
"16","Rectifier",0,300,-2,1e-05,0.983207821376668,0.936752136752137
"17","Rectifier",0,300,-2,1e-06,0.98081648830757,0.953205128205128
"18","Rectifier",0,300,-2,1e-07,0.967802880169111,0.926068376068376
"19","Rectifier",0,300,-2,1e-08,0.955918879640639,0.914102564102564
"20","Rectifier",0,300,-2,1e-09,0.997608666930902,0.957692307692308
"21","Rectifier",0,300,-2,1e-10,0.995521204914784,0.95982905982906
