"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.3,80,0,1e-04,0.886814638657683,0.842094017094017
"2","Rectifier",0.3,80,0,1e-05,0.993209142555159,0.955128205128205
"3","Rectifier",0.3,80,0,1e-06,0.965550270841591,0.947435897435898
"4","Rectifier",0.3,80,0,1e-07,0.993552648962875,0.958119658119658
"5","Rectifier",0.3,80,0,1e-08,0.989694807768529,0.955982905982906
"6","Rectifier",0.3,80,0,1e-09,0.984152463997886,0.95982905982906
"7","Rectifier",0.3,80,0,1e-10,0.971330426740653,0.943803418803419
"8","Rectifier",0.3,80,-1,1e-04,0.964691504822301,0.93440170940171
"9","Rectifier",0.3,80,-1,1e-05,0.992779759545514,0.955982905982906
"10","Rectifier",0.3,80,-1,1e-06,0.994444444444445,0.93974358974359
"11","Rectifier",0.3,80,-1,1e-07,0.993526225393051,0.969444444444444
"12","Rectifier",0.3,80,-1,1e-08,0.990632844497292,0.957478632478633
"13","Rectifier",0.3,80,-1,1e-09,0.982421720174396,0.959401709401709
"14","Rectifier",0.3,80,-1,1e-10,0.970035671819263,0.94017094017094
"15","Rectifier",0.3,80,-2,1e-04,0.9403157616594,0.931623931623932
"16","Rectifier",0.3,80,-2,1e-05,0.983432421720174,0.94059829059829
"17","Rectifier",0.3,80,-2,1e-06,0.985136741973841,0.942307692307692
"18","Rectifier",0.3,80,-2,1e-07,0.989972255251684,0.962179487179487
"19","Rectifier",0.3,80,-2,1e-08,0.958680142687277,0.94059829059829
"20","Rectifier",0.3,80,-2,1e-09,0.97683313515656,0.949358974358974
"21","Rectifier",0.3,80,-2,1e-10,0.968648434403488,0.939529914529915
