"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0,90,0,1e-04,0.996492042440318,0.946474358974359
"2","Rectifier",0,90,0,1e-05,0.975696286472149,0.966025641025641
"3","Rectifier",0,90,0,1e-06,0.969409814323607,0.966239316239316
"4","Rectifier",0,90,0,1e-07,0.973647214854112,0.97008547008547
"5","Rectifier",0,90,0,1e-08,0.986962864721485,0.97542735042735
"6","Rectifier",0,90,0,1e-09,0.983985411140584,0.978418803418803
"7","Rectifier",0,90,0,1e-10,0.981571618037135,0.97948717948718
"8","Rectifier",0,90,-1,1e-04,0.977393899204244,0.967094017094017
"9","Rectifier",0,90,-1,1e-05,0.970842175066313,0.961324786324786
"10","Rectifier",0,90,-1,1e-06,0.974244031830239,0.973504273504274
"11","Rectifier",0,90,-1,1e-07,0.992347480106101,0.965384615384615
"12","Rectifier",0,90,-1,1e-08,0.97789124668435,0.980555555555556
"13","Rectifier",0,90,-1,1e-09,0.983972148541114,0.979059829059829
"14","Rectifier",0,90,-1,1e-10,0.981936339522546,0.978418803418803
"15","Rectifier",0,90,-2,1e-04,0.994986737400531,0.963888888888889
"16","Rectifier",0,90,-2,1e-05,0.989615384615385,0.949145299145299
"17","Rectifier",0,90,-2,1e-06,0.965563660477453,0.932264957264957
"18","Rectifier",0,90,-2,1e-07,0.976531830238727,0.96965811965812
"19","Rectifier",0,90,-2,1e-08,0.981286472148541,0.977564102564103
"20","Rectifier",0,90,-2,1e-09,0.978275862068965,0.978632478632479
"21","Rectifier",0,90,-2,1e-10,0.980915119363395,0.980769230769231
