"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0,300,0,1e-04,0.978395225464191,0.968162393162393
"2","Rectifier",0,300,0,1e-05,1,0.948076923076923
"3","Rectifier",0,300,0,1e-06,0.97934350132626,0.981196581196581
"4","Rectifier",0,300,0,1e-07,0.998527851458886,0.955982905982906
"5","Rectifier",0,300,0,1e-08,0.992440318302387,0.969017094017094
"6","Rectifier",0,300,0,1e-09,0.988275862068966,0.974145299145299
"7","Rectifier",0,300,0,1e-10,0.984184350132626,0.979059829059829
"8","Rectifier",0,300,-1,1e-04,0.953614058355438,0.916239316239316
"9","Rectifier",0,300,-1,1e-05,0.978773209549072,0.977350427350427
"10","Rectifier",0,300,-1,1e-06,0.979316976127321,0.979059829059829
"11","Rectifier",0,300,-1,1e-07,0.976525198938992,0.981623931623932
"12","Rectifier",0,300,-1,1e-08,0.992413793103448,0.969444444444444
"13","Rectifier",0,300,-1,1e-09,0.987572944297082,0.976923076923077
"14","Rectifier",0,300,-1,1e-10,0.984011936339523,0.978418803418803
"15","Rectifier",0,300,-2,1e-04,0.983368700265252,0.972863247863248
"16","Rectifier",0,300,-2,1e-05,0.97724801061008,0.967948717948718
"17","Rectifier",0,300,-2,1e-06,0.999389920424403,0.96965811965812
"18","Rectifier",0,300,-2,1e-07,0.96645225464191,0.944871794871795
"19","Rectifier",0,300,-2,1e-08,0.98025198938992,0.976282051282051
"20","Rectifier",0,300,-2,1e-09,0.97737400530504,0.976709401709402
"21","Rectifier",0,300,-2,1e-10,0.983640583554377,0.979700854700855
