"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.1,400,0,1e-04,0.98392786365438,0.932905982905983
"2","Rectifier",0.1,400,0,1e-05,0.997033954287224,0.959188034188034
"3","Rectifier",0.1,400,0,1e-06,0.998176773682125,0.946367521367521
"4","Rectifier",0.1,400,0,1e-07,0.997971991015986,0.952350427350427
"5","Rectifier",0.1,400,0,1e-08,0.99648566521337,0.956623931623932
"6","Rectifier",0.1,400,0,1e-09,0.990672479852028,0.951068376068376
"7","Rectifier",0.1,400,0,1e-10,0.983366362795614,0.95534188034188
"8","Rectifier",0.1,400,-1,1e-04,0.975142026687806,0.926923076923077
"9","Rectifier",0.1,400,-1,1e-05,0.99826925617651,0.945299145299145
"10","Rectifier",0.1,400,-1,1e-06,0.998612762584225,0.941025641025641
"11","Rectifier",0.1,400,-1,1e-07,0.999246928260008,0.960042735042735
"12","Rectifier",0.1,400,-1,1e-08,0.997384066587396,0.957905982905983
"13","Rectifier",0.1,400,-1,1e-09,0.991663363720439,0.956196581196581
"14","Rectifier",0.1,400,-1,1e-10,0.983485268859823,0.954273504273504
"15","Rectifier",0.1,400,-2,1e-04,0.852761263046638,0.831837606837607
"16","Rectifier",0.1,400,-2,1e-05,0.980961817941604,0.954273504273504
"17","Rectifier",0.1,400,-2,1e-06,0.970683049279958,0.927564102564102
"18","Rectifier",0.1,400,-2,1e-07,0.953012286959968,0.927350427350427
"19","Rectifier",0.1,400,-2,1e-08,0.990797991808693,0.942521367521368
"20","Rectifier",0.1,400,-2,1e-09,0.98920597172678,0.947863247863248
"21","Rectifier",0.1,400,-2,1e-10,0.981582771832475,0.954273504273504
