"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.1,100,0,1e-04,0.56666744,0.4738315,0.43887645,0.95667505
"2","Rectifier",0.1,100,0,1e-05,0.5880777,0.50627804,0.44732368,0.9438767
"3","Rectifier",0.1,100,0,1e-06,0.5824558,0.50187385,0.44735086,0.9458853
"4","Rectifier",0.1,100,0,1e-07,0.5864657,0.51206726,0.4525609,0.9425587
"5","Rectifier",0.1,100,0,1e-08,0.58784163,0.51069736,0.45176262,0.9491898
"6","Rectifier",0.1,100,0,1e-09,0.589942,0.5300118,0.4572297,0.92052567
"7","Rectifier",0.1,100,0,1e-10,0.5940973,0.517675,0.45560217,0.9561079
"8","Rectifier",0.1,100,-1,1e-04,0.5447983,0.46742696,0.43180186,0.9456837
"9","Rectifier",0.1,100,-1,1e-05,0.58799547,0.51510155,0.45173544,0.927669
"10","Rectifier",0.1,100,-1,1e-06,0.5886899,0.5175467,0.45444262,0.9325587
"11","Rectifier",0.1,100,-1,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"12","Rectifier",0.1,100,-1,1e-08,0.58630955,0.50822824,0.45069996,0.9394337
"13","Rectifier",0.1,100,-1,1e-09,0.5852533,0.5157088,0.4509362,0.93697727
"14","Rectifier",0.1,100,-1,1e-10,0.59063876,0.53063494,0.4559227,0.9387618
"15","Rectifier",0.1,100,-2,1e-04,0.47852537,0.39664176,0.39664176,1
"16","Rectifier",0.1,100,-2,1e-05,0.575724,0.4930562,0.440686,0.9463157
"17","Rectifier",0.1,100,-2,1e-06,0.56212634,0.49721423,0.4443089,0.94675076
"18","Rectifier",0.1,100,-2,1e-07,0.58550197,0.5137077,0.45258167,0.9294337
"19","Rectifier",0.1,100,-2,1e-08,0.58840317,0.52700144,0.45641065,0.93052566
"20","Rectifier",0.1,100,-2,1e-09,0.59033823,0.54097193,0.46080825,0.9173457
"21","Rectifier",0.1,100,-2,1e-10,0.58668786,0.53187656,0.45556137,0.9280937
