"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.2,100,0,1e-04,0.5348642,0.4492446,0.4225388,0.96433043
"2","Rectifier",0.2,100,0,1e-05,0.5567784,0.4677477,0.43583372,0.9662517
"3","Rectifier",0.2,100,0,1e-06,0.5724881,0.5007986,0.44701192,0.9458853
"4","Rectifier",0.2,100,0,1e-07,0.5832688,0.5032437,0.4481491,0.9490103
"5","Rectifier",0.2,100,0,1e-08,0.58046,0.50872314,0.4482334,0.9341206
"6","Rectifier",0.2,100,0,1e-09,0.5829881,0.5085796,0.44855788,0.9424539
"7","Rectifier",0.2,100,0,1e-10,0.586059,0.51405907,0.4504396,0.94221
"8","Rectifier",0.2,100,-1,1e-04,0.5494279,0.46879682,0.43237266,0.9456837
"9","Rectifier",0.2,100,-1,1e-05,0.585164,0.49928516,0.44676563,0.9542186
"10","Rectifier",0.2,100,-1,1e-06,0.58585596,0.51069736,0.45176262,0.9394337
"11","Rectifier",0.2,100,-1,1e-07,0.5824558,0.50187385,0.44735086,0.9458853
"12","Rectifier",0.2,100,-1,1e-08,0.5824456,0.50872314,0.4482334,0.9438767
"13","Rectifier",0.2,100,-1,1e-09,0.5920646,0.5201441,0.45666483,0.9463518
"14","Rectifier",0.2,100,-1,1e-10,0.58458316,0.5290561,0.45484337,0.91042763
"15","Rectifier",0.2,100,-2,1e-04,0.50610286,0.40546528,0.40105352,0.9935484
"16","Rectifier",0.2,100,-2,1e-05,0.54830545,0.46149427,0.4298515,0.96539754
"17","Rectifier",0.2,100,-2,1e-06,0.58694124,0.5161768,0.45364437,0.9294337
"18","Rectifier",0.2,100,-2,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"19","Rectifier",0.2,100,-2,1e-08,0.5912516,0.5187742,0.45586658,0.9432268
"20","Rectifier",0.2,100,-2,1e-09,0.5889935,0.51802635,0.45346007,0.94937205
"21","Rectifier",0.2,100,-2,1e-10,0.5924691,0.53200483,0.45672095,0.9418868
