"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.2,500,0,1e-04,0.5497819,0.46162254,0.43101105,0.9791906
"2","Rectifier",0.2,500,0,1e-05,0.5712304,0.4930562,0.440686,0.9463157
"3","Rectifier",0.2,500,0,1e-06,0.5878614,0.5003604,0.44710457,0.9542186
"4","Rectifier",0.2,500,0,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"5","Rectifier",0.2,500,0,1e-08,0.58585596,0.51069736,0.45176262,0.9394337
"6","Rectifier",0.2,500,0,1e-09,0.58447,0.51891655,0.4534434,0.930794
"7","Rectifier",0.2,500,0,1e-10,0.5826903,0.5290561,0.45484337,0.91042763
"8","Rectifier",0.2,500,-1,1e-04,0.5395798,0.4502957,0.42473426,0.96919155
"9","Rectifier",0.2,500,-1,1e-05,0.57528013,0.49208447,0.44622934,0.9394337
"10","Rectifier",0.2,500,-1,1e-06,0.5851235,0.5048842,0.44659996,0.9341206
"11","Rectifier",0.2,500,-1,1e-07,0.5824558,0.50187385,0.44735086,0.9458853
"12","Rectifier",0.2,500,-1,1e-08,0.58265907,0.50187385,0.44735086,0.9458853
"13","Rectifier",0.2,500,-1,1e-09,0.5838602,0.5175467,0.45264515,0.927669
"14","Rectifier",0.2,500,-1,1e-10,0.58784163,0.51069736,0.45176262,0.9491898
"15","Rectifier",0.2,500,-2,1e-04,0.5,0.39664176,0.39664176,1
"16","Rectifier",0.2,500,-2,1e-05,0.54981005,0.47888666,0.4397446,0.9516288
"17","Rectifier",0.2,500,-2,1e-06,0.585679,0.5068584,0.45012918,0.9394337
"18","Rectifier",0.2,500,-2,1e-07,0.5844167,0.50822824,0.45069996,0.9394337
"19","Rectifier",0.2,500,-2,1e-08,0.5861063,0.50822824,0.45069996,0.9394337
"20","Rectifier",0.2,500,-2,1e-09,0.5893368,0.5121955,0.45372045,0.9563518
"21","Rectifier",0.2,500,-2,1e-10,0.5858087,0.5165282,0.45150226,0.94221
