"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,800,0,1e-04,0.5520272,0.47087708,0.43485576,0.95320237
"2","Rectifier",0,800,0,1e-05,0.58552444,0.51400226,0.45124355,0.927669
"3","Rectifier",0,800,0,1e-06,0.58855224,0.5038089,0.44626102,0.9341206
"4","Rectifier",0,800,0,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"5","Rectifier",0,800,0,1e-08,0.58813375,0.51302296,0.45314977,0.947767
"6","Rectifier",0,800,0,1e-09,0.58585596,0.51069736,0.45176262,0.9394337
"7","Rectifier",0,800,0,1e-10,0.59043574,0.5272733,0.4572457,0.93598545
"8","Rectifier",0,800,-1,1e-04,0.5615031,0.47830674,0.4385438,0.94675076
"9","Rectifier",0,800,-1,1e-05,0.57390743,0.4907146,0.44565856,0.9394337
"10","Rectifier",0,800,-1,1e-06,0.58873194,0.5076479,0.44812194,0.9372456
"11","Rectifier",0,800,-1,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"12","Rectifier",0,800,-1,1e-08,0.5838105,0.5213318,0.45249346,0.91864395
"13","Rectifier",0,800,-1,1e-09,0.58813375,0.51302296,0.45314977,0.947767
"14","Rectifier",0,800,-1,1e-10,0.5932843,0.5163051,0.4548039,0.9529829
"15","Rectifier",0,800,-2,1e-04,0.5212535,0.42195287,0.41000944,0.9804878
"16","Rectifier",0,800,-2,1e-05,0.5278214,0.4603802,0.42820382,0.9667939
"17","Rectifier",0,800,-2,1e-06,0.5477379,0.48107046,0.4398383,0.95650685
"18","Rectifier",0,800,-2,1e-07,0.58420324,0.51507753,0.4515825,0.9374251
"19","Rectifier",0,800,-2,1e-08,0.5735656,0.51886266,0.4514308,0.91864395
"20","Rectifier",0,800,-2,1e-09,0.5885744,0.52146006,0.453653,0.93243706
"21","Rectifier",0,800,-2,1e-10,0.58521485,0.53700465,0.45778775,0.90042764
