"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.05,300,0,1e-04,0.54927677,0.46596265,0.43228167,0.95699644
"2","Rectifier",0.05,300,0,1e-05,0.58626366,0.5038089,0.44626102,0.9341206
"3","Rectifier",0.05,300,0,1e-06,0.5934054,0.50838053,0.45201248,0.9532268
"4","Rectifier",0.05,300,0,1e-07,0.5864657,0.51206726,0.4525609,0.9425587
"5","Rectifier",0.05,300,0,1e-08,0.58671606,0.50959814,0.4514982,0.9425587
"6","Rectifier",0.05,300,0,1e-09,0.58813375,0.51302296,0.45314977,0.947767
"7","Rectifier",0.05,300,0,1e-10,0.5907633,0.52282995,0.45445126,0.94531816
"8","Rectifier",0.05,300,-1,1e-04,0.5741879,0.49942872,0.44644114,0.9458853
"9","Rectifier",0.05,300,-1,1e-05,0.58370847,0.50517875,0.4468318,0.9341206
"10","Rectifier",0.05,300,-1,1e-06,0.5868328,0.5048842,0.44659996,0.9341206
"11","Rectifier",0.05,300,-1,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"12","Rectifier",0.05,300,-1,1e-08,0.5828521,0.51009303,0.44903165,0.9470017
"13","Rectifier",0.05,300,-1,1e-09,0.586669,0.51206726,0.4525609,0.9425587
"14","Rectifier",0.05,300,-1,1e-10,0.5870171,0.5352206,0.45809144,0.92188597
"15","Rectifier",0.05,300,-2,1e-04,0.5135315,0.41697422,0.40654796,0.98268294
"16","Rectifier",0.05,300,-2,1e-05,0.566585,0.4776465,0.44058442,0.95980006
"17","Rectifier",0.05,300,-2,1e-06,0.5799994,0.51400226,0.45124355,0.927669
"18","Rectifier",0.05,300,-2,1e-07,0.5846932,0.50932753,0.45119184,0.9394337
"19","Rectifier",0.05,300,-2,1e-08,0.5833099,0.5276862,0.4542726,0.9201837
"20","Rectifier",0.05,300,-2,1e-09,0.5849839,0.5017303,0.44767535,0.9542186
"21","Rectifier",0.05,300,-2,1e-10,0.59437925,0.52684987,0.45787182,0.95267653
