"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,60,0,1e-04,0.5878801,0.5096221,0.45142367,0.9394337
"2","Rectifier",0,60,0,1e-05,0.58571327,0.5038089,0.44626102,0.9341206
"3","Rectifier",0,60,0,1e-06,0.58585596,0.51069736,0.45176262,0.9394337
"4","Rectifier",0,60,0,1e-07,0.5824558,0.50187385,0.44735086,0.9458853
"5","Rectifier",0,60,0,1e-08,0.5935634,0.5353489,0.459251,0.94543517
"6","Rectifier",0,60,0,1e-09,0.58838373,0.51665646,0.4526618,0.94624704
"7","Rectifier",0,60,0,1e-10,0.5932443,0.5251555,0.4558384,0.9536515
"8","Rectifier",0,60,-1,1e-04,0.57429206,0.49026987,0.4438064,0.95980006
"9","Rectifier",0,60,-1,1e-05,0.589996,0.50750434,0.44844642,0.94557893
"10","Rectifier",0,60,-1,1e-06,0.58585596,0.51069736,0.45176262,0.9394337
"11","Rectifier",0,60,-1,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"12","Rectifier",0,60,-1,1e-08,0.58858734,0.51055384,0.4520871,0.947767
"13","Rectifier",0,60,-1,1e-09,0.58386725,0.523928,0.452617,0.9283376
"14","Rectifier",0,60,-1,1e-10,0.5909665,0.52282995,0.45445126,0.94531816
"15","Rectifier",0,60,-2,1e-04,0.52004224,0.42700803,0.4108776,0.9754416
"16","Rectifier",0,60,-2,1e-05,0.5817273,0.5126324,0.45067278,0.927669
"17","Rectifier",0,60,-2,1e-06,0.58585596,0.51069736,0.45176262,0.9394337
"18","Rectifier",0,60,-2,1e-07,0.588211,0.51104873,0.45141798,0.95709974
"19","Rectifier",0,60,-2,1e-08,0.5673158,0.51516,0.45059028,0.9464275
"20","Rectifier",0,60,-2,1e-09,0.59151083,0.53960204,0.46000996,0.92397684
"21","Rectifier",0,60,-2,1e-10,0.5912485,0.53200483,0.45672095,0.9418868
