"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.2,200,0,1e-04,0.5742909,0.49425903,0.44706017,0.9394337
"2","Rectifier",0.2,200,0,1e-05,0.58700687,0.5038089,0.44626102,0.9341206
"3","Rectifier",0.2,200,0,1e-06,0.58828825,0.51987225,0.45425978,0.9391273
"4","Rectifier",0.2,200,0,1e-07,0.5824558,0.50187385,0.44735086,0.9458853
"5","Rectifier",0.2,200,0,1e-08,0.5861063,0.50822824,0.45069996,0.9394337
"6","Rectifier",0.2,200,0,1e-09,0.58452016,0.51104873,0.44962054,0.95221007
"7","Rectifier",0.2,200,0,1e-10,0.5929536,0.53397906,0.45845273,0.94231015
"8","Rectifier",0.2,200,-1,1e-04,0.52112806,0.42770186,0.41271475,0.98243725
"9","Rectifier",0.2,200,-1,1e-05,0.554593,0.46268994,0.42645016,0.9708742
"10","Rectifier",0.2,200,-1,1e-06,0.5879389,0.5161768,0.45207438,0.927669
"11","Rectifier",0.2,200,-1,1e-07,0.58694124,0.5161768,0.45364437,0.9294337
"12","Rectifier",0.2,200,-1,1e-08,0.5872859,0.5159806,0.4517713,0.94243705
"13","Rectifier",0.2,200,-1,1e-09,0.5838602,0.5175467,0.45264515,0.927669
"14","Rectifier",0.2,200,-1,1e-10,0.5895535,0.5251555,0.45404097,0.94876176
"15","Rectifier",0.2,200,-2,1e-04,0.5171647,0.42010465,0.40919822,0.99722224
"16","Rectifier",0.2,200,-2,1e-05,0.5441368,0.45746404,0.42760628,0.967618
"17","Rectifier",0.2,200,-2,1e-06,0.5630688,0.4950397,0.44370556,0.9498758
"18","Rectifier",0.2,200,-2,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"19","Rectifier",0.2,200,-2,1e-08,0.5867662,0.50447124,0.4495731,0.9596784
"20","Rectifier",0.2,200,-2,1e-09,0.5864529,0.5202325,0.45222905,0.93152505
"21","Rectifier",0.2,200,-2,1e-10,0.59277165,0.511177,0.45257753,0.97089285
