"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,80,0,1e-04,0.5542503,0.47392657,0.43045223,0.9530008
"2","Rectifier",0,80,0,1e-05,0.58439213,0.5038089,0.44626102,0.9341206
"3","Rectifier",0,80,0,1e-06,0.58585596,0.51069736,0.45176262,0.9394337
"4","Rectifier",0,80,0,1e-07,0.5861254,0.52467585,0.4550235,0.92219234
"5","Rectifier",0,80,0,1e-08,0.59186137,0.5201441,0.45666483,0.9463518
"6","Rectifier",0,80,0,1e-09,0.58838373,0.51665646,0.4526618,0.94624704
"7","Rectifier",0,80,0,1e-10,0.5932443,0.5251555,0.4558384,0.9536515
"8","Rectifier",0,80,-1,1e-04,0.556844,0.46948323,0.43413204,0.95320237
"9","Rectifier",0,80,-1,1e-05,0.58430254,0.4969596,0.44537848,0.9458853
"10","Rectifier",0,80,-1,1e-06,0.5864657,0.51206726,0.4525609,0.9425587
"11","Rectifier",0,80,-1,1e-07,0.5864657,0.51206726,0.4525609,0.9425587
"12","Rectifier",0,80,-1,1e-08,0.5933034,0.53275275,0.45912746,0.93574154
"13","Rectifier",0,80,-1,1e-09,0.58071035,0.506254,0.44717073,0.9341206
"14","Rectifier",0,80,-1,1e-10,0.5919087,0.5221452,0.45501935,0.9636515
"15","Rectifier",0,80,-2,1e-04,0.5058108,0.39664176,0.39664176,1
"16","Rectifier",0,80,-2,1e-05,0.5557098,0.46884698,0.43609813,0.9631267
"17","Rectifier",0,80,-2,1e-06,0.56342375,0.4807759,0.43960646,0.95650685
"18","Rectifier",0,80,-2,1e-07,0.58813375,0.51302296,0.45314977,0.947767
"19","Rectifier",0,80,-2,1e-08,0.58130914,0.51310337,0.4498507,0.9370017
"20","Rectifier",0,80,-2,1e-09,0.5851558,0.52940744,0.4544987,0.9183376
"21","Rectifier",0,80,-2,1e-10,0.5932443,0.5251555,0.4558384,0.9536515
