"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.2,30,0,1e-04,0.57305175,0.50517875,0.4468318,0.9341206
"2","Rectifier",0.2,30,0,1e-05,0.5863058,0.51510155,0.45257577,0.9335514
"3","Rectifier",0.2,30,0,1e-06,0.58585596,0.51069736,0.45176262,0.9394337
"4","Rectifier",0.2,30,0,1e-07,0.5869384,0.52604574,0.45582175,0.92531735
"5","Rectifier",0.2,30,0,1e-08,0.5963942,0.5364482,0.46131283,0.9471999
"6","Rectifier",0.2,30,0,1e-09,0.5902032,0.517675,0.45380473,0.9512182
"7","Rectifier",0.2,30,0,1e-10,0.5903884,0.5331041,0.45698535,0.9387618
"8","Rectifier",0.2,30,-1,1e-04,0.5292944,0.4251934,0.40822715,0.99268293
"9","Rectifier",0.2,30,-1,1e-05,0.591502,0.51084965,0.45307514,0.9629829
"10","Rectifier",0.2,30,-1,1e-06,0.58585596,0.51069736,0.45176262,0.9394337
"11","Rectifier",0.2,30,-1,1e-07,0.5864657,0.51206726,0.4525609,0.9425587
"12","Rectifier",0.2,30,-1,1e-08,0.5921676,0.53850275,0.45974556,0.9271018
"13","Rectifier",0.2,30,-1,1e-09,0.59355366,0.5302836,0.45806476,0.93574154
"14","Rectifier",0.2,30,-1,1e-10,0.5862724,0.5072098,0.44955707,0.94421864
"15","Rectifier",0.2,30,-2,1e-04,0.5315092,0.43636778,0.41520092,0.99375
"16","Rectifier",0.2,30,-2,1e-05,0.58585596,0.51069736,0.45176262,0.9394337
"17","Rectifier",0.2,30,-2,1e-06,0.5784916,0.49518412,0.4457788,0.95980006
"18","Rectifier",0.2,30,-2,1e-07,0.59282786,0.52864313,0.458044,0.94886655
"19","Rectifier",0.2,30,-2,1e-08,0.5849755,0.52708185,0.4531116,0.91976035
"20","Rectifier",0.2,30,-2,1e-09,0.5918896,0.50569755,0.4506958,0.98089284
"21","Rectifier",0.2,30,-2,1e-10,0.5889707,0.52967924,0.4553338,0.93355346
