"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,30,0,1e-04,0.5416071,0.44685006,0.41868758,0.97669375
"2","Rectifier",0,30,0,1e-05,0.58680826,0.5213318,0.45249346,0.91864395
"3","Rectifier",0,30,0,1e-06,0.58585596,0.51069736,0.45176262,0.9394337
"4","Rectifier",0,30,0,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"5","Rectifier",0,30,0,1e-08,0.5901064,0.5239292,0.45471567,0.94219315
"6","Rectifier",0,30,0,1e-09,0.5830072,0.5250272,0.4528814,0.92521256
"7","Rectifier",0,30,0,1e-10,0.5904355,0.53063494,0.4559227,0.9387618
"8","Rectifier",0,30,-1,1e-04,0.55518645,0.47390214,0.43696627,0.9580804
"9","Rectifier",0,30,-1,1e-05,0.57779545,0.49345434,0.4470276,0.9425587
"10","Rectifier",0,30,-1,1e-06,0.58585596,0.51069736,0.45176262,0.9394337
"11","Rectifier",0,30,-1,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"12","Rectifier",0,30,-1,1e-08,0.5912485,0.53200483,0.45672095,0.9418868
"13","Rectifier",0,30,-1,1e-09,0.5852431,0.5225581,0.45181873,0.93496865
"14","Rectifier",0,30,-1,1e-10,0.5877711,0.5251555,0.45404097,0.9390057
"15","Rectifier",0,30,-2,1e-04,0.556605,0.4678333,0.42992863,0.96919155
"16","Rectifier",0,30,-2,1e-05,0.58257204,0.51510155,0.45173544,0.927669
"17","Rectifier",0,30,-2,1e-06,0.5860592,0.51069736,0.45176262,0.9394337
"18","Rectifier",0,30,-2,1e-07,0.59097946,0.5119237,0.45288536,0.9606481
"19","Rectifier",0,30,-2,1e-08,0.5912485,0.53200483,0.45672095,0.9418868
"20","Rectifier",0,30,-2,1e-09,0.58585286,0.523928,0.452617,0.93809366
"21","Rectifier",0,30,-2,1e-10,0.59016323,0.5265254,0.45483923,0.9518868
