"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,70,0,1e-04,0.5523893,0.45897833,0.4302503,0.9677862
"2","Rectifier",0,70,0,1e-05,0.5888571,0.50517875,0.44705927,0.9372456
"3","Rectifier",0,70,0,1e-06,0.5860592,0.51069736,0.45176262,0.9394337
"4","Rectifier",0,70,0,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"5","Rectifier",0,70,0,1e-08,0.5895166,0.5207753,0.4542211,0.9507704
"6","Rectifier",0,70,0,1e-09,0.5849839,0.5017303,0.44767535,0.9542186
"7","Rectifier",0,70,0,1e-10,0.5932443,0.5251555,0.4558384,0.9536515
"8","Rectifier",0,70,-1,1e-04,0.5503838,0.4636381,0.42562222,0.957612
"9","Rectifier",0,70,-1,1e-05,0.5783213,0.48692578,0.4394789,0.951362
"10","Rectifier",0,70,-1,1e-06,0.58585596,0.51069736,0.45176262,0.9394337
"11","Rectifier",0,70,-1,1e-07,0.58585596,0.51069736,0.45176262,0.9394337
"12","Rectifier",0,70,-1,1e-08,0.5885175,0.52604574,0.45582175,0.93507344
"13","Rectifier",0,70,-1,1e-09,0.5852533,0.5157088,0.4509362,0.93697727
"14","Rectifier",0,70,-1,1e-10,0.5932443,0.5251555,0.4558384,0.9536515
"15","Rectifier",0,70,-2,1e-04,0.5495002,0.45454988,0.42902502,0.97776085
"16","Rectifier",0,70,-2,1e-05,0.57712907,0.4956289,0.44763094,0.9394337
"17","Rectifier",0,70,-2,1e-06,0.5861063,0.50822824,0.45069996,0.9394337
"18","Rectifier",0,70,-2,1e-07,0.5864657,0.51206726,0.4525609,0.9425587
"19","Rectifier",0,70,-2,1e-08,0.58693814,0.52940744,0.4544987,0.9280937
"20","Rectifier",0,70,-2,1e-09,0.59016323,0.5265254,0.45483923,0.9518868
"21","Rectifier",0,70,-2,1e-10,0.5912485,0.53200483,0.45672095,0.9418868
