"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0,70,0,1e-04,0.975431034482759,0.943162393162393
"2","Rectifier",0,70,0,1e-05,0.967871352785146,0.961965811965812
"3","Rectifier",0,70,0,1e-06,0.97815649867374,0.923290598290598
"4","Rectifier",0,70,0,1e-07,1,0.966025641025641
"5","Rectifier",0,70,0,1e-08,0.9992175066313,0.962179487179487
"6","Rectifier",0,70,0,1e-09,0.993965517241379,0.957264957264957
"7","Rectifier",0,70,0,1e-10,0.983680371352785,0.940811965811966
"8","Rectifier",0,70,-1,1e-04,0.977480106100796,0.937179487179487
"9","Rectifier",0,70,-1,1e-05,0.988653846153846,0.971153846153846
"10","Rectifier",0,70,-1,1e-06,0.976458885941645,0.917307692307692
"11","Rectifier",0,70,-1,1e-07,0.974389920424403,0.94508547008547
"12","Rectifier",0,70,-1,1e-08,0.999403183023873,0.964957264957265
"13","Rectifier",0,70,-1,1e-09,0.994164456233422,0.958760683760684
"14","Rectifier",0,70,-1,1e-10,0.983375331564987,0.947435897435898
"15","Rectifier",0,70,-2,1e-04,0.981167108753316,0.94465811965812
"16","Rectifier",0,70,-2,1e-05,0.989383289124668,0.94957264957265
"17","Rectifier",0,70,-2,1e-06,0.99998673740053,0.956837606837607
"18","Rectifier",0,70,-2,1e-07,0.999655172413793,0.957264957264957
"19","Rectifier",0,70,-2,1e-08,0.998620689655172,0.963247863247863
"20","Rectifier",0,70,-2,1e-09,0.994058355437666,0.956410256410256
"21","Rectifier",0,70,-2,1e-10,0.984549071618037,0.955982905982906
