"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.1,500,0,1e-04,0.975119363395226,0.972222222222222
"2","Rectifier",0.1,500,0,1e-05,0.985072944297082,0.968162393162393
"3","Rectifier",0.1,500,0,1e-06,0.982990716180371,0.95491452991453
"4","Rectifier",0.1,500,0,1e-07,1,0.972649572649573
"5","Rectifier",0.1,500,0,1e-08,0.930789124668435,0.900213675213675
"6","Rectifier",0.1,500,0,1e-09,0.999496021220159,0.955769230769231
"7","Rectifier",0.1,500,0,1e-10,0.99763925729443,0.967521367521367
"8","Rectifier",0.1,500,-1,1e-04,0.999880636604775,0.941239316239316
"9","Rectifier",0.1,500,-1,1e-05,1,0.955982905982906
"10","Rectifier",0.1,500,-1,1e-06,0.98342175066313,0.945726495726496
"11","Rectifier",0.1,500,-1,1e-07,0.973614058355438,0.957478632478633
"12","Rectifier",0.1,500,-1,1e-08,1,0.962393162393162
"13","Rectifier",0.1,500,-1,1e-09,0.999920424403183,0.964529914529915
"14","Rectifier",0.1,500,-1,1e-10,0.997214854111406,0.967094017094017
"15","Rectifier",0.1,500,-2,1e-04,0.986823607427056,0.951175213675214
"16","Rectifier",0.1,500,-2,1e-05,0.988580901856764,0.968803418803419
"17","Rectifier",0.1,500,-2,1e-06,0.983415119363395,0.927350427350427
"18","Rectifier",0.1,500,-2,1e-07,0.990066312997348,0.953632478632479
"19","Rectifier",0.1,500,-2,1e-08,1,0.963247863247863
"20","Rectifier",0.1,500,-2,1e-09,0.999257294429708,0.961965811965812
"21","Rectifier",0.1,500,-2,1e-10,0.996896551724138,0.968376068376068
