"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.1,70,0,1e-04,0.975742705570292,0.957478632478633
"2","Rectifier",0.1,70,0,1e-05,0.998594164456234,0.951923076923077
"3","Rectifier",0.1,70,0,1e-06,0.99948275862069,0.967735042735043
"4","Rectifier",0.1,70,0,1e-07,0.998236074270557,0.962606837606838
"5","Rectifier",0.1,70,0,1e-08,0.995543766578249,0.965811965811966
"6","Rectifier",0.1,70,0,1e-09,0.990709549071618,0.972435897435898
"7","Rectifier",0.1,70,0,1e-10,0.984827586206897,0.97457264957265
"8","Rectifier",0.1,70,-1,1e-04,0.992924403183024,0.956196581196581
"9","Rectifier",0.1,70,-1,1e-05,0.977778514588859,0.937393162393162
"10","Rectifier",0.1,70,-1,1e-06,0.974960212201591,0.963034188034188
"11","Rectifier",0.1,70,-1,1e-07,0.998925729442971,0.956837606837607
"12","Rectifier",0.1,70,-1,1e-08,0.995251989389921,0.966452991452992
"13","Rectifier",0.1,70,-1,1e-09,0.990457559681698,0.974145299145299
"14","Rectifier",0.1,70,-1,1e-10,0.984900530503979,0.975213675213675
"15","Rectifier",0.1,70,-2,1e-04,0.977340848806366,0.948504273504273
"16","Rectifier",0.1,70,-2,1e-05,0.996611405835544,0.962393162393162
"17","Rectifier",0.1,70,-2,1e-06,0.997798408488064,0.973290598290598
"18","Rectifier",0.1,70,-2,1e-07,0.983965517241379,0.978205128205128
"19","Rectifier",0.1,70,-2,1e-08,0.994237400530504,0.960683760683761
"20","Rectifier",0.1,70,-2,1e-09,0.989946949602122,0.973931623931624
"21","Rectifier",0.1,70,-2,1e-10,0.985179045092838,0.971794871794872
