"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.1,60,0,1e-04,0.998196286472149,0.95
"2","Rectifier",0.1,60,0,1e-05,0.999708222811671,0.96784188034188
"3","Rectifier",0.1,60,0,1e-06,0.999641909814324,0.960897435897436
"4","Rectifier",0.1,60,0,1e-07,0.999018567639257,0.965811965811966
"5","Rectifier",0.1,60,0,1e-08,0.996399204244032,0.964957264957265
"6","Rectifier",0.1,60,0,1e-09,0.990377984084881,0.963675213675214
"7","Rectifier",0.1,60,0,1e-10,0.983010610079576,0.951282051282051
"8","Rectifier",0.1,60,-1,1e-04,0.996120689655172,0.961752136752137
"9","Rectifier",0.1,60,-1,1e-05,0.999708222811671,0.970512820512821
"10","Rectifier",0.1,60,-1,1e-06,0.999389920424403,0.952991452991453
"11","Rectifier",0.1,60,-1,1e-07,0.968905835543767,0.928632478632479
"12","Rectifier",0.1,60,-1,1e-08,0.996511936339523,0.963461538461538
"13","Rectifier",0.1,60,-1,1e-09,0.990636604774536,0.962393162393162
"14","Rectifier",0.1,60,-1,1e-10,0.983236074270557,0.94957264957265
"15","Rectifier",0.1,60,-2,1e-04,0.992453580901857,0.966025641025641
"16","Rectifier",0.1,60,-2,1e-05,0.996538461538461,0.978632478632479
"17","Rectifier",0.1,60,-2,1e-06,0.997320954907162,0.958333333333333
"18","Rectifier",0.1,60,-2,1e-07,0.984973474801061,0.948931623931624
"19","Rectifier",0.1,60,-2,1e-08,0.977486737400531,0.937179487179487
"20","Rectifier",0.1,60,-2,1e-09,0.990503978779841,0.95534188034188
"21","Rectifier",0.1,60,-2,1e-10,0.983885941644562,0.953418803418803
