"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0.1,70,0,1e-04,0.997970822281167,0.963034188034188
"2","Rectifier",0.1,70,0,1e-05,0.997811671087533,0.959615384615385
"3","Rectifier",0.1,70,0,1e-06,0.999575596816976,0.963461538461538
"4","Rectifier",0.1,70,0,1e-07,0.998992042440318,0.961111111111111
"5","Rectifier",0.1,70,0,1e-08,0.997533156498674,0.964529914529915
"6","Rectifier",0.1,70,0,1e-09,0.991644562334218,0.963675213675214
"7","Rectifier",0.1,70,0,1e-10,0.984270557029178,0.952350427350427
"8","Rectifier",0.1,70,-1,1e-04,0.98236074270557,0.965384615384615
"9","Rectifier",0.1,70,-1,1e-05,0.999708222811671,0.966880341880342
"10","Rectifier",0.1,70,-1,1e-06,0.999880636604775,0.94508547008547
"11","Rectifier",0.1,70,-1,1e-07,0.999124668435013,0.963888888888889
"12","Rectifier",0.1,70,-1,1e-08,0.997387267904509,0.958974358974359
"13","Rectifier",0.1,70,-1,1e-09,0.991664456233422,0.963888888888889
"14","Rectifier",0.1,70,-1,1e-10,0.985099469496021,0.952350427350427
"15","Rectifier",0.1,70,-2,1e-04,0.976153846153846,0.966452991452992
"16","Rectifier",0.1,70,-2,1e-05,0.997201591511936,0.972222222222222
"17","Rectifier",0.1,70,-2,1e-06,0.998554376657825,0.973717948717949
"18","Rectifier",0.1,70,-2,1e-07,0.996405835543766,0.957692307692308
"19","Rectifier",0.1,70,-2,1e-08,0.994641909814324,0.955769230769231
"20","Rectifier",0.1,70,-2,1e-09,0.989370026525199,0.955769230769231
"21","Rectifier",0.1,70,-2,1e-10,0.983733421750663,0.95
