"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","train_AUC","val_AUC"
"1","Rectifier",0,50,0,1e-04,0.973335543766578,0.922008547008547
"2","Rectifier",0,50,0,1e-05,0.987082228116711,0.967521367521367
"3","Rectifier",0,50,0,1e-06,0.978998673740053,0.962820512820513
"4","Rectifier",0,50,0,1e-07,0.999893899204244,0.94957264957265
"5","Rectifier",0,50,0,1e-08,0.997572944297082,0.948504273504273
"6","Rectifier",0,50,0,1e-09,0.993236074270557,0.949145299145299
"7","Rectifier",0,50,0,1e-10,0.985225464190981,0.938034188034188
"8","Rectifier",0,50,-1,1e-04,0.980941644562334,0.950213675213675
"9","Rectifier",0,50,-1,1e-05,0.984582228116711,0.977350427350427
"10","Rectifier",0,50,-1,1e-06,1,0.953632478632479
"11","Rectifier",0,50,-1,1e-07,0.981651193633952,0.93974358974359
"12","Rectifier",0,50,-1,1e-08,0.998289124668435,0.952564102564103
"13","Rectifier",0,50,-1,1e-09,0.993328912466844,0.953205128205128
"14","Rectifier",0,50,-1,1e-10,0.985669761273209,0.937820512820513
"15","Rectifier",0,50,-2,1e-04,0.99566976127321,0.959188034188034
"16","Rectifier",0,50,-2,1e-05,0.999893899204244,0.954059829059829
"17","Rectifier",0,50,-2,1e-06,0.997917771883289,0.965384615384615
"18","Rectifier",0,50,-2,1e-07,0.99895225464191,0.959188034188034
"19","Rectifier",0,50,-2,1e-08,0.983143236074271,0.936965811965812
"20","Rectifier",0,50,-2,1e-09,0.992745358090186,0.944871794871795
"21","Rectifier",0,50,-2,1e-10,0.985358090185676,0.939316239316239
