"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.2,300,0,1e-04,0.9332447,0.89817923,0.8956373,0.85237706
"2","Rectifier",0.2,300,0,1e-05,0.9253856,0.90006703,0.8712257,0.88727665
"3","Rectifier",0.2,300,0,1e-06,0.9237088,0.8863779,0.84631354,0.8755106
"4","Rectifier",0.2,300,0,1e-07,0.928995,0.8836381,0.8399642,0.8786911
"5","Rectifier",0.2,300,0,1e-08,0.93301344,0.89666355,0.86662525,0.8888734
"6","Rectifier",0.2,300,0,1e-09,0.9494499,0.9179083,0.90835476,0.8871924
"7","Rectifier",0.2,300,0,1e-10,0.94654995,0.91230154,0.9135664,0.86142796
"8","Rectifier",0.2,300,-1,1e-04,0.9283458,0.89566916,0.87304527,0.8833361
"9","Rectifier",0.2,300,-1,1e-05,0.92548966,0.8926443,0.8765471,0.8544012
"10","Rectifier",0.2,300,-1,1e-06,0.9320869,0.9026458,0.8892651,0.87025225
"11","Rectifier",0.2,300,-1,1e-07,0.9370277,0.91061693,0.8864768,0.8855837
"12","Rectifier",0.2,300,-1,1e-08,0.93803126,0.90442294,0.8879856,0.87725586
"13","Rectifier",0.2,300,-1,1e-09,0.9461318,0.91630536,0.91412055,0.8681702
"14","Rectifier",0.2,300,-1,1e-10,0.94368565,0.9124608,0.90871805,0.8727938
"15","Rectifier",0.2,300,-2,1e-04,0.9398323,0.9084241,0.90262675,0.8619933
"16","Rectifier",0.2,300,-2,1e-05,0.9286744,0.90327764,0.9029239,0.86675894
"17","Rectifier",0.2,300,-2,1e-06,0.9323037,0.90867835,0.9060771,0.86103714
"18","Rectifier",0.2,300,-2,1e-07,0.93540287,0.89812773,0.8793881,0.8664086
"19","Rectifier",0.2,300,-2,1e-08,0.94406205,0.92159975,0.9426136,0.85764146
"20","Rectifier",0.2,300,-2,1e-09,0.94462055,0.91573125,0.9012013,0.8906579
"21","Rectifier",0.2,300,-2,1e-10,0.9472416,0.91117144,0.9112637,0.8644669
