"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.2,500,0,1e-04,0.9395441,0.9072285,0.9063372,0.85927534
"2","Rectifier",0.2,500,0,1e-05,0.9420521,0.9150862,0.8987796,0.88956785
"3","Rectifier",0.2,500,0,1e-06,0.91680014,0.8870348,0.8633053,0.86324686
"4","Rectifier",0.2,500,0,1e-07,0.9302067,0.90239656,0.8723973,0.8823681
"5","Rectifier",0.2,500,0,1e-08,0.94143224,0.9040385,0.8828126,0.88817734
"6","Rectifier",0.2,500,0,1e-09,0.9485099,0.9176035,0.9127669,0.8794708
"7","Rectifier",0.2,500,0,1e-10,0.9475776,0.9167719,0.9409024,0.84544414
"8","Rectifier",0.2,500,-1,1e-04,0.9552766,0.9164767,0.9273777,0.85857826
"9","Rectifier",0.2,500,-1,1e-05,0.93092966,0.90391713,0.90667754,0.84602493
"10","Rectifier",0.2,500,-1,1e-06,0.930736,0.89983994,0.87653184,0.8703054
"11","Rectifier",0.2,500,-1,1e-07,0.9396243,0.90887403,0.89998466,0.8761726
"12","Rectifier",0.2,500,-1,1e-08,0.93806857,0.90974456,0.9133467,0.86191875
"13","Rectifier",0.2,500,-1,1e-09,0.9491628,0.91849107,0.91267145,0.8838258
"14","Rectifier",0.2,500,-1,1e-10,0.94573647,0.90784115,0.8842549,0.8871716
"15","Rectifier",0.2,500,-2,1e-04,0.9299775,0.8975842,0.88492864,0.8586997
"16","Rectifier",0.2,500,-2,1e-05,0.9452331,0.9205869,0.9098706,0.89401466
"17","Rectifier",0.2,500,-2,1e-06,0.9360282,0.917749,0.90754306,0.88630825
"18","Rectifier",0.2,500,-2,1e-07,0.936723,0.9060034,0.8827361,0.88498014
"19","Rectifier",0.2,500,-2,1e-08,0.9397914,0.9073774,0.8965183,0.8698117
"20","Rectifier",0.2,500,-2,1e-09,0.94216233,0.9161818,0.9187356,0.86709225
"21","Rectifier",0.2,500,-2,1e-10,0.9466172,0.91522247,0.91398364,0.87099713
