"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.2,700,0,1e-04,0.92877555,0.8927943,0.8537988,0.87852997
"2","Rectifier",0.2,700,0,1e-05,0.93662393,0.90297955,0.8601559,0.89690006
"3","Rectifier",0.2,700,0,1e-06,0.9352528,0.89739305,0.8588396,0.8956985
"4","Rectifier",0.2,700,0,1e-07,0.92645097,0.8970211,0.8558406,0.88418186
"5","Rectifier",0.2,700,0,1e-08,0.93942505,0.90189195,0.8706994,0.8849083
"6","Rectifier",0.2,700,0,1e-09,0.9481074,0.9168462,0.90320927,0.888021
"7","Rectifier",0.2,700,0,1e-10,0.94939554,0.9176035,0.9288522,0.8556824
"8","Rectifier",0.2,700,-1,1e-04,0.9337655,0.8879871,0.85732716,0.8730295
"9","Rectifier",0.2,700,-1,1e-05,0.919195,0.8866248,0.8643039,0.8538484
"10","Rectifier",0.2,700,-1,1e-06,0.91864485,0.8990006,0.89006263,0.858778
"11","Rectifier",0.2,700,-1,1e-07,0.9259088,0.8878568,0.8570157,0.8637015
"12","Rectifier",0.2,700,-1,1e-08,0.9352782,0.90597785,0.88323545,0.88991123
"13","Rectifier",0.2,700,-1,1e-09,0.94876707,0.9187982,0.9201278,0.8738966
"14","Rectifier",0.2,700,-1,1e-10,0.9449872,0.9124023,0.90565133,0.8712203
"15","Rectifier",0.2,700,-2,1e-04,0.9384171,0.91110855,0.8967023,0.8864242
"16","Rectifier",0.2,700,-2,1e-05,0.9412974,0.9171508,0.906319,0.8857751
"17","Rectifier",0.2,700,-2,1e-06,0.9434437,0.9241488,0.92781097,0.8801089
"18","Rectifier",0.2,700,-2,1e-07,0.93931085,0.91092557,0.90207696,0.87259775
"19","Rectifier",0.2,700,-2,1e-08,0.9377853,0.90659785,0.9039619,0.85240644
"20","Rectifier",0.2,700,-2,1e-09,0.94399077,0.92203,0.91377527,0.88528216
"21","Rectifier",0.2,700,-2,1e-10,0.94634986,0.91777855,0.9202881,0.8698475
