"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,700,0,1e-04,0.9186564,0.887047,0.8729518,0.83747864
"2","Rectifier",0,700,0,1e-05,0.92498446,0.8863956,0.86513263,0.8614644
"3","Rectifier",0,700,0,1e-06,0.92607903,0.8987621,0.88436854,0.8580895
"4","Rectifier",0,700,0,1e-07,0.9108507,0.88412607,0.8607985,0.85192364
"5","Rectifier",0,700,0,1e-08,0.8793551,0.83792496,0.77551526,0.8478307
"6","Rectifier",0,700,0,1e-09,0.9038933,0.8612833,0.83447903,0.849283
"7","Rectifier",0,700,0,1e-10,0.93507046,0.90036815,0.8877609,0.8594721
"8","Rectifier",0,700,-1,1e-04,0.88498557,0.85132796,0.81095463,0.85072947
"9","Rectifier",0,700,-1,1e-05,0.9208709,0.88274574,0.85340273,0.853666
"10","Rectifier",0,700,-1,1e-06,0.92103016,0.8897728,0.86151075,0.8648091
"11","Rectifier",0,700,-1,1e-07,0.91516733,0.88224614,0.86398894,0.8469643
"12","Rectifier",0,700,-1,1e-08,0.8930977,0.85847956,0.8153117,0.8511907
"13","Rectifier",0,700,-1,1e-09,0.8989823,0.85948056,0.8120896,0.86385584
"14","Rectifier",0,700,-1,1e-10,0.93429446,0.9027867,0.8843859,0.8718869
"15","Rectifier",0,700,-2,1e-04,0.94157195,0.90217817,0.8871478,0.8720682
"16","Rectifier",0,700,-2,1e-05,0.93639123,0.90944886,0.9186522,0.8534137
"17","Rectifier",0,700,-2,1e-06,0.9245226,0.8961892,0.8870279,0.85104775
"18","Rectifier",0,700,-2,1e-07,0.9280701,0.8900674,0.8676352,0.8611221
"19","Rectifier",0,700,-2,1e-08,0.9157396,0.8862468,0.87718475,0.8347878
"20","Rectifier",0,700,-2,1e-09,0.91314507,0.8848225,0.86122066,0.8495998
"21","Rectifier",0,700,-2,1e-10,0.914709,0.88562405,0.8955193,0.8166907
