"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,600,0,1e-04,0.9006541,0.8795884,0.8822382,0.8118209
"2","Rectifier",0,600,0,1e-05,0.92364985,0.9028194,0.891306,0.85963017
"3","Rectifier",0,600,0,1e-06,0.9279821,0.8866639,0.8368686,0.8938299
"4","Rectifier",0,600,0,1e-07,0.918074,0.89010406,0.8754852,0.8575525
"5","Rectifier",0,600,0,1e-08,0.8888583,0.86145794,0.8300382,0.8434852
"6","Rectifier",0,600,0,1e-09,0.88821036,0.85873586,0.82683367,0.8350849
"7","Rectifier",0,600,0,1e-10,0.93055433,0.8950114,0.8821104,0.85763806
"8","Rectifier",0,600,-1,1e-04,0.9049645,0.87596774,0.8514338,0.84467965
"9","Rectifier",0,600,-1,1e-05,0.90856713,0.88187456,0.84981245,0.86675
"10","Rectifier",0,600,-1,1e-06,0.92949104,0.89102566,0.8513761,0.8804303
"11","Rectifier",0,600,-1,1e-07,0.9104677,0.8774203,0.83423287,0.87006253
"12","Rectifier",0,600,-1,1e-08,0.87365115,0.8379591,0.7759163,0.8534037
"13","Rectifier",0,600,-1,1e-09,0.90479296,0.87133837,0.8453006,0.85586363
"14","Rectifier",0,600,-1,1e-10,0.9303198,0.8952147,0.8707613,0.86516345
"15","Rectifier",0,600,-2,1e-04,0.93829966,0.9046599,0.8862135,0.87543
"16","Rectifier",0,600,-2,1e-05,0.9351219,0.90120226,0.8817177,0.8711696
"17","Rectifier",0,600,-2,1e-06,0.9347408,0.9000695,0.8947875,0.85731107
"18","Rectifier",0,600,-2,1e-07,0.924154,0.8903978,0.8679155,0.85825956
"19","Rectifier",0,600,-2,1e-08,0.9213042,0.89112043,0.87641937,0.8487309
"20","Rectifier",0,600,-2,1e-09,0.9128277,0.87995505,0.8549817,0.8595613
"21","Rectifier",0,600,-2,1e-10,0.9203887,0.8786448,0.8421702,0.8684595
