"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,20,0,1e-04,0.91803634,0.8829376,0.85401773,0.85820186
"2","Rectifier",0,20,0,1e-05,0.92805153,0.89492625,0.86272556,0.8822578
"3","Rectifier",0,20,0,1e-06,0.9167217,0.88466173,0.87655634,0.8355421
"4","Rectifier",0,20,0,1e-07,0.9182463,0.8878046,0.86366636,0.8570302
"5","Rectifier",0,20,0,1e-08,0.92630494,0.8891739,0.87505466,0.8537883
"6","Rectifier",0,20,0,1e-09,0.9236713,0.89228404,0.8666571,0.8638424
"7","Rectifier",0,20,0,1e-10,0.89533573,0.85748124,0.8130708,0.84394836
"8","Rectifier",0,20,-1,1e-04,0.93451303,0.8951644,0.87503314,0.87223107
"9","Rectifier",0,20,-1,1e-05,0.92199475,0.8974006,0.87989,0.8597374
"10","Rectifier",0,20,-1,1e-06,0.9243887,0.8878772,0.8995238,0.81260794
"11","Rectifier",0,20,-1,1e-07,0.92482567,0.901317,0.88710225,0.8597152
"12","Rectifier",0,20,-1,1e-08,0.9126828,0.86974,0.83970886,0.84569895
"13","Rectifier",0,20,-1,1e-09,0.92497987,0.8949684,0.8655227,0.8732347
"14","Rectifier",0,20,-1,1e-10,0.8959614,0.8609917,0.81755215,0.8484154
"15","Rectifier",0,20,-2,1e-04,0.92390454,0.8916817,0.8803421,0.8493675
"16","Rectifier",0,20,-2,1e-05,0.93426985,0.90575945,0.9155829,0.8448976
"17","Rectifier",0,20,-2,1e-06,0.9154747,0.88864386,0.8847886,0.82994896
"18","Rectifier",0,20,-2,1e-07,0.9236126,0.88989556,0.8763182,0.84514946
"19","Rectifier",0,20,-2,1e-08,0.9273358,0.89770687,0.8941377,0.8449413
"20","Rectifier",0,20,-2,1e-09,0.92635363,0.8901367,0.8663603,0.856619
"21","Rectifier",0,20,-2,1e-10,0.8982102,0.8634989,0.8156098,0.8601369
