"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,400,0,1e-04,0.91828525,0.889921,0.89052624,0.84183663
"2","Rectifier",0,400,0,1e-05,0.91431516,0.8755193,0.8428433,0.86187434
"3","Rectifier",0,400,0,1e-06,0.9164136,0.8864427,0.91435504,0.79604024
"4","Rectifier",0,400,0,1e-07,0.9149816,0.88007075,0.8423519,0.86559224
"5","Rectifier",0,400,0,1e-08,0.8894614,0.85122734,0.80106235,0.8418845
"6","Rectifier",0,400,0,1e-09,0.9036004,0.868708,0.84484583,0.85763067
"7","Rectifier",0,400,0,1e-10,0.9359834,0.90580225,0.900385,0.85862285
"8","Rectifier",0,400,-1,1e-04,0.92071646,0.89191794,0.8588692,0.88418967
"9","Rectifier",0,400,-1,1e-05,0.93311256,0.8936943,0.8811463,0.85586035
"10","Rectifier",0,400,-1,1e-06,0.91838056,0.8897762,0.8754567,0.8486324
"11","Rectifier",0,400,-1,1e-07,0.9117881,0.87304634,0.84148425,0.8487379
"12","Rectifier",0,400,-1,1e-08,0.8877948,0.84362525,0.7914751,0.83609664
"13","Rectifier",0,400,-1,1e-09,0.9186083,0.88408065,0.85484815,0.87895584
"14","Rectifier",0,400,-1,1e-10,0.93433195,0.9000923,0.8907804,0.8547051
"15","Rectifier",0,400,-2,1e-04,0.9387575,0.904508,0.87427855,0.8945123
"16","Rectifier",0,400,-2,1e-05,0.92422146,0.88823783,0.8698659,0.8513465
"17","Rectifier",0,400,-2,1e-06,0.92917717,0.88874,0.8507804,0.8797995
"18","Rectifier",0,400,-2,1e-07,0.9210048,0.8900375,0.861323,0.86341006
"19","Rectifier",0,400,-2,1e-08,0.9160723,0.88269687,0.8594474,0.8458063
"20","Rectifier",0,400,-2,1e-09,0.92065305,0.8972074,0.9075507,0.8276366
"21","Rectifier",0,400,-2,1e-10,0.92751914,0.8970609,0.88273364,0.8578546
