"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,40,0,1e-04,0.9289122,0.8858338,0.83293915,0.886751
"2","Rectifier",0,40,0,1e-05,0.92374504,0.8953531,0.8841838,0.85466266
"3","Rectifier",0,40,0,1e-06,0.9170469,0.886501,0.86814034,0.8421929
"4","Rectifier",0,40,0,1e-07,0.92144626,0.89115965,0.88331985,0.8506652
"5","Rectifier",0,40,0,1e-08,0.9066646,0.8736627,0.85472065,0.84033066
"6","Rectifier",0,40,0,1e-09,0.9295667,0.8988943,0.88642937,0.85926366
"7","Rectifier",0,40,0,1e-10,0.9173522,0.87856495,0.84199566,0.86814433
"8","Rectifier",0,40,-1,1e-04,0.9294441,0.8915948,0.87619126,0.85556334
"9","Rectifier",0,40,-1,1e-05,0.9307168,0.9003147,0.8931074,0.8534058
"10","Rectifier",0,40,-1,1e-06,0.91834724,0.89631337,0.90762705,0.82921094
"11","Rectifier",0,40,-1,1e-07,0.9151747,0.8838543,0.86692554,0.8361394
"12","Rectifier",0,40,-1,1e-08,0.9056177,0.86714697,0.8225136,0.8678975
"13","Rectifier",0,40,-1,1e-09,0.9317188,0.89681494,0.8781346,0.86220485
"14","Rectifier",0,40,-1,1e-10,0.9124224,0.8770598,0.8375824,0.865532
"15","Rectifier",0,40,-2,1e-04,0.93351096,0.8992612,0.8788624,0.86402196
"16","Rectifier",0,40,-2,1e-05,0.934288,0.90942955,0.9028519,0.868064
"17","Rectifier",0,40,-2,1e-06,0.93536294,0.90532297,0.8849792,0.8796391
"18","Rectifier",0,40,-2,1e-07,0.9264363,0.9008511,0.8873553,0.8671675
"19","Rectifier",0,40,-2,1e-08,0.9266747,0.8905503,0.8672608,0.86906654
"20","Rectifier",0,40,-2,1e-09,0.9281467,0.8901504,0.8862254,0.8429423
"21","Rectifier",0,40,-2,1e-10,0.92209905,0.8910887,0.8612264,0.8698778
