"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,200,0,1e-04,0.9074479,0.8821621,0.8793324,0.8186675
"2","Rectifier",0,200,0,1e-05,0.92684525,0.8960974,0.87489533,0.86225206
"3","Rectifier",0,200,0,1e-06,0.9194403,0.88595265,0.8352729,0.8926335
"4","Rectifier",0,200,0,1e-07,0.91925365,0.8875335,0.86063063,0.86936843
"5","Rectifier",0,200,0,1e-08,0.8798401,0.84493583,0.8002393,0.8279723
"6","Rectifier",0,200,0,1e-09,0.915775,0.88562304,0.8856081,0.84434617
"7","Rectifier",0,200,0,1e-10,0.93488836,0.89680535,0.8670859,0.8804788
"8","Rectifier",0,200,-1,1e-04,0.9072504,0.884046,0.87394905,0.83390546
"9","Rectifier",0,200,-1,1e-05,0.9170804,0.8822793,0.8558086,0.8505026
"10","Rectifier",0,200,-1,1e-06,0.91851264,0.8904128,0.84969306,0.8822776
"11","Rectifier",0,200,-1,1e-07,0.91482353,0.88815135,0.87379146,0.84670424
"12","Rectifier",0,200,-1,1e-08,0.88225824,0.85136783,0.8080499,0.84290516
"13","Rectifier",0,200,-1,1e-09,0.9171136,0.8804734,0.85234565,0.8725575
"14","Rectifier",0,200,-1,1e-10,0.9341473,0.90213954,0.8867373,0.86412436
"15","Rectifier",0,200,-2,1e-04,0.94394284,0.9168608,0.9154807,0.86880493
"16","Rectifier",0,200,-2,1e-05,0.93495136,0.9080365,0.9057935,0.86771727
"17","Rectifier",0,200,-2,1e-06,0.9338639,0.90934056,0.91283953,0.85887074
"18","Rectifier",0,200,-2,1e-07,0.9231335,0.8948826,0.8945962,0.84058565
"19","Rectifier",0,200,-2,1e-08,0.9172627,0.8908612,0.88259333,0.8426505
"20","Rectifier",0,200,-2,1e-09,0.9207627,0.8884911,0.86158913,0.8612453
"21","Rectifier",0,200,-2,1e-10,0.9342167,0.90843916,0.91963565,0.84370184
