"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.1,60,0,1e-04,0.9289085,0.8870782,0.8569195,0.8766174
"2","Rectifier",0.1,60,0,1e-05,0.93714565,0.9072652,0.8987809,0.8693405
"3","Rectifier",0.1,60,0,1e-06,0.9278992,0.9060924,0.8771478,0.88931435
"4","Rectifier",0.1,60,0,1e-07,0.9307442,0.89566034,0.87292147,0.8657239
"5","Rectifier",0.1,60,0,1e-08,0.9369952,0.89762986,0.87807196,0.8718378
"6","Rectifier",0.1,60,0,1e-09,0.94150347,0.9073231,0.9091646,0.8553463
"7","Rectifier",0.1,60,0,1e-10,0.9301771,0.89301455,0.8600726,0.8796887
"8","Rectifier",0.1,60,-1,1e-04,0.91564476,0.89115214,0.88891137,0.82653236
"9","Rectifier",0.1,60,-1,1e-05,0.92969495,0.9032452,0.9065366,0.8474745
"10","Rectifier",0.1,60,-1,1e-06,0.9305368,0.90062517,0.87409997,0.88339543
"11","Rectifier",0.1,60,-1,1e-07,0.93148416,0.89392126,0.86455506,0.88388044
"12","Rectifier",0.1,60,-1,1e-08,0.9360475,0.9049659,0.9236665,0.8385387
"13","Rectifier",0.1,60,-1,1e-09,0.94273597,0.9084701,0.90678036,0.8589532
"14","Rectifier",0.1,60,-1,1e-10,0.9302605,0.8948418,0.8913682,0.8617796
"15","Rectifier",0.1,60,-2,1e-04,0.93667203,0.90796447,0.9003027,0.8738922
"16","Rectifier",0.1,60,-2,1e-05,0.9438924,0.9139643,0.8906304,0.8892111
"17","Rectifier",0.1,60,-2,1e-06,0.93672675,0.9015183,0.8720294,0.88532156
"18","Rectifier",0.1,60,-2,1e-07,0.9302553,0.90019476,0.88311046,0.86667645
"19","Rectifier",0.1,60,-2,1e-08,0.93730825,0.9032677,0.89062595,0.8750079
"20","Rectifier",0.1,60,-2,1e-09,0.94273967,0.90928215,0.9053106,0.86924124
"21","Rectifier",0.1,60,-2,1e-10,0.9344539,0.90407616,0.89985657,0.86956704
