"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.1,700,0,1e-04,0.9311938,0.9032398,0.8984255,0.862583
"2","Rectifier",0.1,700,0,1e-05,0.91718644,0.8779936,0.84843457,0.8504815
"3","Rectifier",0.1,700,0,1e-06,0.9242005,0.9002258,0.9038946,0.8448363
"4","Rectifier",0.1,700,0,1e-07,0.92070174,0.8828333,0.8488597,0.8681438
"5","Rectifier",0.1,700,0,1e-08,0.92506135,0.8969236,0.87782526,0.86771727
"6","Rectifier",0.1,700,0,1e-09,0.9440168,0.91238904,0.9105767,0.8622257
"7","Rectifier",0.1,700,0,1e-10,0.9451246,0.91017383,0.8954181,0.8829831
"8","Rectifier",0.1,700,-1,1e-04,0.921773,0.89245415,0.8528083,0.8846894
"9","Rectifier",0.1,700,-1,1e-05,0.9220145,0.89715874,0.89310247,0.8500115
"10","Rectifier",0.1,700,-1,1e-06,0.9180784,0.8873274,0.87519073,0.84398115
"11","Rectifier",0.1,700,-1,1e-07,0.9297504,0.8937549,0.88370997,0.8439002
"12","Rectifier",0.1,700,-1,1e-08,0.9223602,0.8866898,0.84807575,0.8856832
"13","Rectifier",0.1,700,-1,1e-09,0.94696575,0.912216,0.913837,0.8636874
"14","Rectifier",0.1,700,-1,1e-10,0.94282126,0.906423,0.87915623,0.8957525
"15","Rectifier",0.1,700,-2,1e-04,0.93782914,0.91313374,0.92614764,0.8480317
"16","Rectifier",0.1,700,-2,1e-05,0.9384319,0.9099841,0.89969885,0.87857574
"17","Rectifier",0.1,700,-2,1e-06,0.94759595,0.9212587,0.89848983,0.9059323
"18","Rectifier",0.1,700,-2,1e-07,0.9467121,0.9209526,0.8983031,0.9013389
"19","Rectifier",0.1,700,-2,1e-08,0.9314488,0.90269554,0.88098806,0.8786374
"20","Rectifier",0.1,700,-2,1e-09,0.9374412,0.90480685,0.88844025,0.8695385
"21","Rectifier",0.1,700,-2,1e-10,0.94281584,0.9118948,0.9175385,0.8649095
