"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,300,0,1e-04,0.91425496,0.8787503,0.8680401,0.8274912
"2","Rectifier",0,300,0,1e-05,0.9183356,0.8962368,0.9049336,0.84471464
"3","Rectifier",0,300,0,1e-06,0.93139744,0.89675516,0.8951838,0.8392615
"4","Rectifier",0,300,0,1e-07,0.9174381,0.876333,0.8382444,0.86481327
"5","Rectifier",0,300,0,1e-08,0.8956802,0.8664841,0.8527863,0.820046
"6","Rectifier",0,300,0,1e-09,0.89953744,0.8680143,0.82918704,0.8527024
"7","Rectifier",0,300,0,1e-10,0.9334343,0.8986481,0.88047427,0.8661332
"8","Rectifier",0,300,-1,1e-04,0.9292077,0.89472187,0.8842935,0.8584955
"9","Rectifier",0,300,-1,1e-05,0.9377538,0.9139592,0.9111392,0.8698137
"10","Rectifier",0,300,-1,1e-06,0.92868674,0.8892132,0.8802566,0.8405899
"11","Rectifier",0,300,-1,1e-07,0.91023135,0.890383,0.88252425,0.83665633
"12","Rectifier",0,300,-1,1e-08,0.8898586,0.8511299,0.79369426,0.87134904
"13","Rectifier",0,300,-1,1e-09,0.917848,0.8871294,0.8838448,0.8549923
"14","Rectifier",0,300,-1,1e-10,0.93160206,0.8914316,0.8542541,0.88114923
"15","Rectifier",0,300,-2,1e-04,0.9407317,0.8940757,0.8689166,0.8772579
"16","Rectifier",0,300,-2,1e-05,0.92429495,0.8979148,0.89220107,0.8474748
"17","Rectifier",0,300,-2,1e-06,0.93022496,0.8938787,0.8766545,0.8633113
"18","Rectifier",0,300,-2,1e-07,0.9219762,0.89302194,0.87344235,0.85803044
"19","Rectifier",0,300,-2,1e-08,0.9258178,0.88971037,0.8717742,0.8537468
"20","Rectifier",0,300,-2,1e-09,0.9237072,0.8930376,0.8791162,0.8635613
"21","Rectifier",0,300,-2,1e-10,0.9320331,0.89896905,0.87412995,0.8759229
