"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.2,30,0,1e-04,0.9382882,0.895986,0.86825264,0.8761154
"2","Rectifier",0.2,30,0,1e-05,0.9361678,0.9068867,0.88095075,0.8961776
"3","Rectifier",0.2,30,0,1e-06,0.9378527,0.91578877,0.9377037,0.84657377
"4","Rectifier",0.2,30,0,1e-07,0.9377191,0.9069701,0.8963607,0.87208265
"5","Rectifier",0.2,30,0,1e-08,0.94805187,0.91979975,0.93009424,0.8597359
"6","Rectifier",0.2,30,0,1e-09,0.9381279,0.9053611,0.9028006,0.8640628
"7","Rectifier",0.2,30,0,1e-10,0.9128659,0.8684878,0.8264068,0.8615528
"8","Rectifier",0.2,30,-1,1e-04,0.9409011,0.90507066,0.89087903,0.87751067
"9","Rectifier",0.2,30,-1,1e-05,0.93799293,0.9091606,0.89369553,0.88002366
"10","Rectifier",0.2,30,-1,1e-06,0.9417171,0.9162222,0.90064144,0.8945133
"11","Rectifier",0.2,30,-1,1e-07,0.9440456,0.9171026,0.9194139,0.8718425
"12","Rectifier",0.2,30,-1,1e-08,0.9478793,0.9143519,0.9193232,0.86108
"13","Rectifier",0.2,30,-1,1e-09,0.9363889,0.90462965,0.8886116,0.87957376
"14","Rectifier",0.2,30,-1,1e-10,0.9144175,0.86864644,0.81541103,0.8813783
"15","Rectifier",0.2,30,-2,1e-04,0.9380008,0.9027022,0.9178699,0.83407575
"16","Rectifier",0.2,30,-2,1e-05,0.93842506,0.909254,0.9283341,0.8390444
"17","Rectifier",0.2,30,-2,1e-06,0.9365475,0.90922546,0.8851786,0.8803794
"18","Rectifier",0.2,30,-2,1e-07,0.9390544,0.8978141,0.8754567,0.8708421
"19","Rectifier",0.2,30,-2,1e-08,0.9422457,0.9127855,0.90499896,0.87478656
"20","Rectifier",0.2,30,-2,1e-09,0.9372189,0.90308785,0.88909876,0.8746957
"21","Rectifier",0.2,30,-2,1e-10,0.9142556,0.8662948,0.8086072,0.88563293
