"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.2,50,0,1e-04,0.9351954,0.89638156,0.867174,0.8732559
"2","Rectifier",0.2,50,0,1e-05,0.92923117,0.90310574,0.8784677,0.8776885
"3","Rectifier",0.2,50,0,1e-06,0.93292844,0.90664077,0.8927018,0.8737279
"4","Rectifier",0.2,50,0,1e-07,0.93389016,0.90430844,0.8622233,0.89552546
"5","Rectifier",0.2,50,0,1e-08,0.9486618,0.91990924,0.9269048,0.8684105
"6","Rectifier",0.2,50,0,1e-09,0.9394189,0.9050373,0.8849493,0.87866807
"7","Rectifier",0.2,50,0,1e-10,0.92843133,0.8937665,0.87688875,0.8751978
"8","Rectifier",0.2,50,-1,1e-04,0.9342837,0.88874424,0.84831154,0.88770497
"9","Rectifier",0.2,50,-1,1e-05,0.93105143,0.899467,0.88527006,0.86035407
"10","Rectifier",0.2,50,-1,1e-06,0.9361051,0.9023359,0.87447333,0.8837227
"11","Rectifier",0.2,50,-1,1e-07,0.93565977,0.9016562,0.86876214,0.8916672
"12","Rectifier",0.2,50,-1,1e-08,0.94358706,0.91903746,0.92355496,0.8708187
"13","Rectifier",0.2,50,-1,1e-09,0.9413526,0.9123009,0.92717564,0.8535138
"14","Rectifier",0.2,50,-1,1e-10,0.92726713,0.8962998,0.87750435,0.8734054
"15","Rectifier",0.2,50,-2,1e-04,0.9461811,0.9088274,0.9064613,0.8605172
"16","Rectifier",0.2,50,-2,1e-05,0.9419765,0.9226896,0.9060585,0.895008
"17","Rectifier",0.2,50,-2,1e-06,0.9356853,0.9099683,0.87056166,0.90476817
"18","Rectifier",0.2,50,-2,1e-07,0.9421089,0.9138383,0.9101186,0.87221533
"19","Rectifier",0.2,50,-2,1e-08,0.9432989,0.9197957,0.918657,0.8767885
"20","Rectifier",0.2,50,-2,1e-09,0.9422473,0.9124614,0.8969692,0.8836487
"21","Rectifier",0.2,50,-2,1e-10,0.92943597,0.89398056,0.8722074,0.8637465
