"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,500,0,1e-04,0.9308672,0.89315647,0.8679489,0.8743099
"2","Rectifier",0,500,0,1e-05,0.91792077,0.8942621,0.89671326,0.8301134
"3","Rectifier",0,500,0,1e-06,0.92262,0.89140064,0.89139044,0.83854973
"4","Rectifier",0,500,0,1e-07,0.9140089,0.88314396,0.8589303,0.85164374
"5","Rectifier",0,500,0,1e-08,0.88194245,0.85714126,0.82885903,0.8191406
"6","Rectifier",0,500,0,1e-09,0.9020527,0.8579349,0.8159232,0.8654984
"7","Rectifier",0,500,0,1e-10,0.93326616,0.89734876,0.8665358,0.87983495
"8","Rectifier",0,500,-1,1e-04,0.89994395,0.8671227,0.8201612,0.8589232
"9","Rectifier",0,500,-1,1e-05,0.9211472,0.886116,0.87461156,0.8324395
"10","Rectifier",0,500,-1,1e-06,0.9245901,0.88911587,0.87719685,0.84495586
"11","Rectifier",0,500,-1,1e-07,0.91734403,0.8823126,0.8584949,0.8485973
"12","Rectifier",0,500,-1,1e-08,0.8775362,0.84724236,0.8097534,0.8267697
"13","Rectifier",0,500,-1,1e-09,0.90627575,0.86793554,0.85296,0.8344652
"14","Rectifier",0,500,-1,1e-10,0.93427026,0.89503956,0.8723888,0.86421597
"15","Rectifier",0,500,-2,1e-04,0.94153774,0.9097094,0.9086176,0.86148566
"16","Rectifier",0,500,-2,1e-05,0.9265931,0.9010435,0.88983667,0.8649028
"17","Rectifier",0,500,-2,1e-06,0.927709,0.8988165,0.88463795,0.86571974
"18","Rectifier",0,500,-2,1e-07,0.9199489,0.88631725,0.8902129,0.8208471
"19","Rectifier",0,500,-2,1e-08,0.9273838,0.90340835,0.9057776,0.8494852
"20","Rectifier",0,500,-2,1e-09,0.9253245,0.88980407,0.8885075,0.83442456
"21","Rectifier",0,500,-2,1e-10,0.92705214,0.892654,0.8854378,0.84317726
