"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Tanh",0,400,0,1e-04,0.87533855,0.8429829,0.8000178,0.8386987
"2","Tanh",0,400,0,1e-05,0.8891105,0.8497375,0.8074542,0.84841484
"3","Tanh",0,400,0,1e-06,0.88519084,0.8578817,0.83748287,0.80550563
"4","Tanh",0,400,0,1e-07,0.8928805,0.8634609,0.82034326,0.8506337
"5","Tanh",0,400,0,1e-08,0.8993476,0.8651443,0.84045774,0.82416534
"6","Tanh",0,400,0,1e-09,0.90858334,0.87425166,0.8584965,0.8288191
"7","Tanh",0,400,0,1e-10,0.912385,0.8732438,0.84015477,0.8556705
"8","Tanh",0,400,-1,1e-04,0.8903851,0.8575136,0.8192211,0.8339735
"9","Tanh",0,400,-1,1e-05,0.8897589,0.863324,0.84270567,0.8088538
"10","Tanh",0,400,-1,1e-06,0.89275277,0.8623897,0.84283864,0.82318175
"11","Tanh",0,400,-1,1e-07,0.88930357,0.8606356,0.84306234,0.8139081
"12","Tanh",0,400,-1,1e-08,0.89458865,0.8639675,0.82798904,0.83688474
"13","Tanh",0,400,-1,1e-09,0.9129694,0.87000096,0.83998424,0.8577895
"14","Tanh",0,400,-1,1e-10,0.9116186,0.87629765,0.85282403,0.8498398
"15","Tanh",0,400,-2,1e-04,0.85495234,0.8274044,0.7722216,0.8135934
"16","Tanh",0,400,-2,1e-05,0.8938371,0.8661002,0.84215397,0.8305109
"17","Tanh",0,400,-2,1e-06,0.87624794,0.8544252,0.8232978,0.81520945
"18","Tanh",0,400,-2,1e-07,0.8859651,0.8542679,0.8222969,0.82586545
"19","Tanh",0,400,-2,1e-08,0.8695648,0.83722144,0.7825979,0.8344872
"20","Tanh",0,400,-2,1e-09,0.89510405,0.8697191,0.84347904,0.8378569
"21","Tanh",0,400,-2,1e-10,0.90499294,0.87058216,0.8222416,0.87524056
