"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.05,400,0,1e-04,0.8875311,0.8603009,0.82699513,0.8209267
"2","Rectifier",0.05,400,0,1e-05,0.899946,0.87508243,0.8450686,0.8369222
"3","Rectifier",0.05,400,0,1e-06,0.8992634,0.8541125,0.79998183,0.8492391
"4","Rectifier",0.05,400,0,1e-07,0.8755094,0.84277934,0.8139896,0.7973693
"5","Rectifier",0.05,400,0,1e-08,0.89281636,0.85131073,0.79430205,0.8543329
"6","Rectifier",0.05,400,0,1e-09,0.90954316,0.8702973,0.8233821,0.85792804
"7","Rectifier",0.05,400,0,1e-10,0.9110989,0.8732623,0.8413049,0.84074235
"8","Rectifier",0.05,400,-1,1e-04,0.8866939,0.86818576,0.8495487,0.8171227
"9","Rectifier",0.05,400,-1,1e-05,0.89964676,0.8473477,0.79873985,0.831616
"10","Rectifier",0.05,400,-1,1e-06,0.89933383,0.86128724,0.8498441,0.7935895
"11","Rectifier",0.05,400,-1,1e-07,0.88274145,0.8552819,0.82887155,0.8140578
"12","Rectifier",0.05,400,-1,1e-08,0.89220816,0.85472864,0.8126894,0.83982384
"13","Rectifier",0.05,400,-1,1e-09,0.9007228,0.8685384,0.82703686,0.844957
"14","Rectifier",0.05,400,-1,1e-10,0.9060613,0.86715865,0.84083855,0.82581174
"15","Rectifier",0.05,400,-2,1e-04,0.88197154,0.849899,0.81909734,0.8067283
"16","Rectifier",0.05,400,-2,1e-05,0.9023278,0.8672421,0.8345405,0.84008616
"17","Rectifier",0.05,400,-2,1e-06,0.8823477,0.8495591,0.8144417,0.8147302
"18","Rectifier",0.05,400,-2,1e-07,0.88658553,0.86275727,0.83871293,0.81302124
"19","Rectifier",0.05,400,-2,1e-08,0.8929745,0.8563743,0.82387024,0.8187748
"20","Rectifier",0.05,400,-2,1e-09,0.90271145,0.8639583,0.8203675,0.8452403
"21","Rectifier",0.05,400,-2,1e-10,0.9071475,0.8644185,0.8492007,0.8051139
