"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0.05,700,0,1e-04,0.8957248,0.87131554,0.87431,0.7992178
"2","Rectifier",0.05,700,0,1e-05,0.8944026,0.86688095,0.8274798,0.8412099
"3","Rectifier",0.05,700,0,1e-06,0.89847094,0.86605734,0.8294724,0.8457249
"4","Rectifier",0.05,700,0,1e-07,0.9007946,0.87326497,0.850321,0.83903164
"5","Rectifier",0.05,700,0,1e-08,0.8874051,0.86288255,0.831729,0.8361827
"6","Rectifier",0.05,700,0,1e-09,0.9005758,0.8711957,0.84593505,0.83472115
"7","Rectifier",0.05,700,0,1e-10,0.9077424,0.87265694,0.85704195,0.8191808
"8","Rectifier",0.05,700,-1,1e-04,0.90446424,0.86566985,0.84037316,0.8277352
"9","Rectifier",0.05,700,-1,1e-05,0.8905671,0.8586304,0.81593907,0.84591824
"10","Rectifier",0.05,700,-1,1e-06,0.8861136,0.85991174,0.83659023,0.81272435
"11","Rectifier",0.05,700,-1,1e-07,0.8892145,0.85902166,0.8395579,0.8072348
"12","Rectifier",0.05,700,-1,1e-08,0.90073967,0.8635554,0.84480655,0.8155004
"13","Rectifier",0.05,700,-1,1e-09,0.9018744,0.86948925,0.8475045,0.8209875
"14","Rectifier",0.05,700,-1,1e-10,0.90684533,0.8656172,0.81735027,0.8557721
"15","Rectifier",0.05,700,-2,1e-04,0.8678975,0.8462185,0.8320618,0.77599037
"16","Rectifier",0.05,700,-2,1e-05,0.892856,0.86608946,0.84013623,0.8151927
"17","Rectifier",0.05,700,-2,1e-06,0.8950712,0.8577702,0.82829726,0.8269497
"18","Rectifier",0.05,700,-2,1e-07,0.9044787,0.8756864,0.850309,0.8436229
"19","Rectifier",0.05,700,-2,1e-08,0.8929155,0.8606048,0.82008046,0.8386052
"20","Rectifier",0.05,700,-2,1e-09,0.8897668,0.8598153,0.8255515,0.81837976
"21","Rectifier",0.05,700,-2,1e-10,0.91096956,0.8673078,0.82149774,0.85404706
