"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Rectifier",0,80,0,1e-04,0.9124654,0.87741566,0.8632439,0.8327767
"2","Rectifier",0,80,0,1e-05,0.92143637,0.8902759,0.883788,0.8417349
"3","Rectifier",0,80,0,1e-06,0.9204845,0.8948653,0.8988776,0.82888865
"4","Rectifier",0,80,0,1e-07,0.91707927,0.8885598,0.86311597,0.8634277
"5","Rectifier",0,80,0,1e-08,0.8831005,0.84998393,0.8186809,0.82660097
"6","Rectifier",0,80,0,1e-09,0.93560064,0.90068704,0.89557195,0.850857
"7","Rectifier",0,80,0,1e-10,0.9291506,0.89105266,0.8579325,0.871936
"8","Rectifier",0,80,-1,1e-04,0.926214,0.88398445,0.855128,0.86228275
"9","Rectifier",0,80,-1,1e-05,0.9305693,0.8988998,0.86818165,0.885636
"10","Rectifier",0,80,-1,1e-06,0.9288738,0.9057007,0.9032276,0.8575342
"11","Rectifier",0,80,-1,1e-07,0.91384274,0.88479227,0.865964,0.85580754
"12","Rectifier",0,80,-1,1e-08,0.8839429,0.844184,0.78004855,0.8683091
"13","Rectifier",0,80,-1,1e-09,0.936319,0.9078002,0.8899897,0.8771505
"14","Rectifier",0,80,-1,1e-10,0.92884564,0.8901885,0.8590389,0.8711044
"15","Rectifier",0,80,-2,1e-04,0.9348269,0.89219064,0.86595833,0.87379473
"16","Rectifier",0,80,-2,1e-05,0.9303213,0.8948872,0.8699499,0.86965
"17","Rectifier",0,80,-2,1e-06,0.9190675,0.9025044,0.8883042,0.86352384
"18","Rectifier",0,80,-2,1e-07,0.92193556,0.8980373,0.8996062,0.84293246
"19","Rectifier",0,80,-2,1e-08,0.9294408,0.89813465,0.8874722,0.858675
"20","Rectifier",0,80,-2,1e-09,0.9203416,0.8937058,0.8841042,0.84439206
"21","Rectifier",0,80,-2,1e-10,0.93011993,0.89065415,0.8542428,0.88083297
