"","activation","input_dropout_ratio","epochs","train_samples_per_iteration","epsilon","AUC","accuracy","precision","recall"
"1","Tanh",0,300,0,1e-04,0.8674402,0.84406406,0.7966442,0.8188428
"2","Tanh",0,300,0,1e-05,0.88727707,0.8549009,0.8357614,0.7992628
"3","Tanh",0,300,0,1e-06,0.88591677,0.84715843,0.7886121,0.85805124
"4","Tanh",0,300,0,1e-07,0.889319,0.85566396,0.80979097,0.85202205
"5","Tanh",0,300,0,1e-08,0.89612687,0.86848086,0.8424693,0.8373449
"6","Tanh",0,300,0,1e-09,0.9148822,0.8671439,0.82299423,0.87153095
"7","Tanh",0,300,0,1e-10,0.9086631,0.86925393,0.8266259,0.87486935
"8","Tanh",0,300,-1,1e-04,0.8745618,0.8410455,0.7933307,0.8359731
"9","Tanh",0,300,-1,1e-05,0.8798978,0.8625348,0.8483064,0.8063879
"10","Tanh",0,300,-1,1e-06,0.89520365,0.85994947,0.8053197,0.86997765
"11","Tanh",0,300,-1,1e-07,0.8872821,0.8569419,0.8408971,0.79843336
"12","Tanh",0,300,-1,1e-08,0.88862014,0.8675437,0.84189266,0.82098264
"13","Tanh",0,300,-1,1e-09,0.90612704,0.8728327,0.84071964,0.8480263
"14","Tanh",0,300,-1,1e-10,0.90830696,0.87419933,0.83481884,0.8684712
"15","Tanh",0,300,-2,1e-04,0.8570365,0.8197947,0.7665296,0.8063179
"16","Tanh",0,300,-2,1e-05,0.89969116,0.86762995,0.85122454,0.82976407
"17","Tanh",0,300,-2,1e-06,0.89627963,0.85987526,0.82948977,0.8310145
"18","Tanh",0,300,-2,1e-07,0.8833573,0.8535754,0.83109295,0.8056428
"19","Tanh",0,300,-2,1e-08,0.9006165,0.8610614,0.8175662,0.84317803
"20","Tanh",0,300,-2,1e-09,0.88964015,0.8537299,0.8090959,0.83488935
"21","Tanh",0,300,-2,1e-10,0.9107766,0.8784638,0.84249103,0.865925
